english	translation	category	sub_category	source
An unstrung willow longbow; I need a bowstring for this.	Yaysiz sögüt uzun yay; bunun icin yay ipi lazim.	examine	item	Willow longbow (u)
An unstrung willow shortbow; I need a bowstring for this.	Yaysiz sögüt kisa yay; bunun icin yay ipi lazim.	examine	item	Willow shortbow (u)
An unstrung maple longbow; I need a bowstring for this.	Yaysiz akcaagac uzun yay; bunun icin yay ipi lazim.	examine	item	Maple longbow (u)
An unstrung maple shortbow; I need a bowstring for this.	Yayli akcaagac kisa yay; bunun icin yay ipi lazim.	examine	item	Maple shortbow (u)
An unstrung yew longbow; I need a bowstring for this.	Yayli porsuk uzun yay; bunun icin yay ipi lazim.	examine	item	Yew longbow (u)
An unstrung yew shortbow; I need a bowstring for this.	Yayli porsuk kisa yay; bunun icin yay ipi lazim.	examine	item	Yew shortbow (u)
An unstrung magic longbow; I need a bowstring for this.	Yayli sihirli uzun yay; bunun icin yay ipi lazim.	examine	item	Magic longbow (u)
An unstrung magic shortbow; I need a bowstring for this.	Yayli sihirli kisa yay; bunun icin yay ipi lazim.	examine	item	Magic shortbow (u)
A helmet, as worn by the minions of General Khazard.	General Khazard'in usaklarinin giydigi kask.	examine	item	Khazard helmet
Armour, as worn by the minions of General Khazard.	General Khazard'in usaklarinin giydigi zirh.	examine	item	Khazard armour
These keys open the cells at the Khazard fight arena (Used in the Fight Arena quest).	Bu anahtarlar Khazard dövüs arenasindaki hücreleri acar (Dövüs Arenasi görevinde kullanilir).	examine	item	Khazard cell keys
A bottle of Khazard's worst brew.	Khazard'in en kötü ickisi.	examine	item	Khali brew
Can only be fired from yew, magic, dark or twisted bows.	Sadece yew, sihirli, karanlik veya bükülmüs yaylarla ateslenebilir.	examine	item	Ice arrows
A lever to open something perhaps?	Belki bir seyi acmak icin kullanilan bir kol?	examine	item	Lever
The power in this staff causes it to vibrate gently.	Bu asanin gücü, onu hafifce titrestirir.	examine	item	Staff of armadyl
It catches the light! (Quick access into the Temple of Ikov).	Isigi yakalar! (Ikov Tapinagi'na hizli erisim).	examine	item	Shiny key
An amulet made by Lucien.	Lucien tarafindan yapilan bir muska.	examine	item	Pendant of lucien
Worn by followers of Armadyl.	Armadyl'in takipcileri tarafindan giyilir.	examine	item	Armadyl pendant
Magic boots that make you lighter than normal.	Sizi normalden daha hafif hale getiren sihirli botlar.	examine	item	Boots of lightness
It's very soft!	Cok yumusak!	examine	item	Child's blanket
I need another ingredient to finish this Guam potion.	Bu Guam iksirini bitirmek icin baska bir malzemeye ihtiyacim var.	examine	item	Guam potion (unf)
I need another ingredient to finish this Marrentill potion.	Bu Marrentill iksirini bitirmek icin baska bir malzemeye ihtiyacim var.	examine	item	Marrentill potion (unf)
I need another ingredient to finish this Tarromin potion.	Bu Tarromin iksirini bitirmek icin baska bir malzemeye ihtiyacim var.	examine	item	Tarromin potion (unf)
I need another ingredient to finish this Harralander potion.	Bu Harralander iksirini bitirmek icin baska bir malzemeye ihtiyacim var.	examine	item	Harralander potion (unf)
I need another ingredient to finish this Ranarr potion.	Bu Ranarr iksirini bitirmek icin baska bir malzemeye ihtiyacim var.	examine	item	Ranarr potion (unf)
I need another ingredient to finish this Irit potion.	Bu Irit iksirini bitirmek icin baska bir malzemeye ihtiyacim var.	examine	item	Irit potion (unf)
I need another ingredient to finish this Avantoe potion.	Bu Avantoe iksirini bitirmek icin baska bir malzemeye ihtiyacim var.	examine	item	Avantoe potion (unf)
I need another ingredient to finish this Kwuarm potion.	Bu Kwuarm iksirini bitirmek icin baska bir malzemeye ihtiyacim var.	examine	item	Kwuarm potion (unf)
I need another ingredient to finish this Cadantine potion.	Bu Cadantine iksirini bitirmek icin baska bir malzemeye ihtiyacim var.	examine	item	Cadantine potion (unf)
I need another ingredient to finish this Dwarf Weed potion.	Bu Cüce Otu iksirini bitirmek icin baska bir malzemeye ihtiyacim var.	examine	item	Dwarf weed potion (unf)
I need another ingredient to finish this Torstol potion.	Bu Torstol iksirini bitirmek icin baska bir malzemeye ihtiyacim var.	examine	item	Torstol potion (unf)
4 doses of Strength potion.	4 doz Güc iksiri.	examine	item	Strength potion(4)
3 doses of Strength potion.	3 doz Güc iksiri.	examine	item	Strength potion(3)
2 doses of Strength potion.	2 doz Güc iksiri.	examine	item	Strength potion(2)
1 dose of Strength potion.	1 doz Güc iksiri.	examine	item	Strength potion(1)
3 doses of Attack potion.	3 doz Saldiri iksiri.	examine	item	Attack potion(3)
2 doses of Attack potion.	2 doz Saldiri iksiri.	examine	item	Attack potion(2)
1 dose of Attack potion.	1 doz Saldiri iksiri.	examine	item	Attack potion(1)
3 doses of restore potion.	3 doz Iyilestirme iksiri.	examine	item	Restore potion(3)
2 doses of restore potion.	2 doz Iyilestirme iksiri.	examine	item	Restore potion(2)
1 dose of restore potion.	1 doz Iyilestirme iksiri.	examine	item	Restore potion(1)
3 doses of Defence potion.	3 doz Savunma iksiri.	examine	item	Defence potion(3)
2 doses of Defence potion.	2 doz Savunma iksiri.	examine	item	Defence potion(2)
1 dose of Defence potion.	1 doz Savunma iksiri.	examine	item	Defence potion(1)
3 doses of Prayer restore potion.	3 doz Dua yenileme iksiri.	examine	item	Prayer potion(3)
2 doses of Prayer restore potion.	2 doz Dua yenileme iksiri.	examine	item	Prayer potion(2)
1 dose of Prayer restore potion.	1 doz Dua yenileme iksiri.	examine	item	Prayer potion(1)
3 doses of super Attack potion.	3 doz süper Saldiri iksiri.	examine	item	Super attack(3)
2 doses of super Attack potion.	2 doz süper Saldiri iksiri.	examine	item	Super attack(2)
1 dose of super Attack potion.	1 doz süper Saldiri iksiri.	examine	item	Super attack(1)
3 doses of Fishing potion.	3 doz Balikcilik iksiri.	examine	item	Fishing potion(3)
2 doses of Fishing potion.	2 doz Balikcilik iksiri.	examine	item	Fishing potion(2)
1 dose of Fishing potion.	1 doz balikcilik iksiri.	examine	item	Fishing potion(1)
3 doses of super Strength potion.	3 doz süper güc iksiri.	examine	item	Super strength(3)
2 doses of super Strength potion.	2 doz süper güc iksiri.	examine	item	Super strength(2)
1 dose of super Strength potion.	1 doz süper güc iksiri.	examine	item	Super strength(1)
3 doses of super Defence potion.	3 doz süper savunma iksiri.	examine	item	Super defence(3)
2 doses of super Defence potion.	2 doz süper savunma iksiri.	examine	item	Super defence(2)
1 dose of super Defence potion.	1 doz süper savunma iksiri.	examine	item	Super defence(1)
3 doses of ranging potion.	3 doz menzil iksiri.	examine	item	Ranging potion(3)
2 doses of ranging potion.	2 doz menzil iksiri.	examine	item	Ranging potion(2)
1 dose of ranging potion.	1 doz menzil iksiri.	examine	item	Ranging potion(1)
3 doses of antipoison potion.	3 doz panzehir iksiri.	examine	item	Antipoison(3)
2 doses of antipoison potion.	2 doz panzehir iksiri.	examine	item	Antipoison(2)
1 dose of antipoison potion.	1 doz panzehir iksiri.	examine	item	Antipoison(1)
3 doses of super antipoison potion.	3 doz süper panzehir iksiri.	examine	item	Superantipoison(3)
2 doses of super antipoison potion.	2 doz süper panzehir iksiri.	examine	item	Superantipoison(2)
1 dose of super antipoison potion.	1 doz süper panzehir iksiri.	examine	item	Superantipoison(1)
For use on daggers and projectiles.	Hancer ve firlatma silahlarinda kullanilir.	examine	item	Weapon poison
3 doses of Zamorak brew.	3 doz Zamorak iksiri.	examine	item	Zamorak brew(3)
2 doses of Zamorak brew.	2 doz Zamorak iksiri.	examine	item	Zamorak brew(2)
1 dose of Zamorak brew.	1 doz Zamorak iksiri.	examine	item	Zamorak brew(1)
This is meant to be good for spots.	Bu sivilceler icin iyi gelir.	examine	item	Potion
A cup of a strange brew...	Garip bir icecek...	examine	item	Poison chalice
It needs cleaning.	Temizlenmesi gerekiyor.	examine	item	Grimy guam leaf
It seems to be looking at me.	Bana bakiyor gibi.	examine	item	Eye of newt
Ewww!	Igrenc!	examine	item	Red spiders' eggs
The root of a limpwurt plant.	Limpwurt bitkisinin kökü.	examine	item	Limpwurt root
A glass vial containing water.	Su iceren cam sise.	examine	item	Vial of water
An empty glass vial.	Bos cam sise.	examine	item	Vial
Strange spiky grass.	Garip dikenli ot.	examine	item	Snape grass
I can grind things for potions in this.	Bununla iksir yapmak icin malzemeleri ögütebilirim.	examine	item	Pestle and mortar
Finely ground horn of Unicorn.	Ince ögütülmüs tek boynuzlu at boynuzu.	examine	item	Unicorn horn dust
This horn has restorative properties.	Bu boynuzun iyilestirici özellikleri var.	examine	item	Unicorn horn
Sour berries, used in potions.	Iksirlerde kullanilan eksi meyveler.	examine	item	White berries
Finely ground scale of Dragon.	Ince ögütülmüs ejderha pullari.	examine	item	Dragon scale dust
A large shiny scale.	Büyük, parlak bir pul.	examine	item	Blue dragon scale
An evil wine for an evil god.	Kötü bir tanri icin kötü bir sarap.	examine	item	Wine of zamorak
They don't look very ripe.	Cok olgunlasmis gibi görünmüyorlar.	examine	item	Jangerberries
A bitter green herb.	Aci yesil bir bitki.	examine	item	Guam leaf
A herb used in poison cures.	Zehir tedavilerinde kullanilan bir bitki.	examine	item	Marrentill
A useful herb.	Yararli bir bitki.	examine	item	Tarromin
A powerful herb.	Güclü bir bitki.	examine	item	Kwuarm
It looks like part of a machine.	Bir makinenin parcasi gibi görünüyor.	examine	item	Pressure gauge
Keeps your pet fish strong and healthy.	Evcil baliginizi güclü ve saglikli tutar.	examine	item	Fish food
This stuff looks nasty.	Bu sey igrenc görünüyor.	examine	item	Poison
Doesn't seem very nice to the poor fishes.	Zavalli baliklara pek iyi gelmiyor gibi.	examine	item	Poisoned fish food
A slightly smelly key (Used in the Ernest the Chicken quest).	Hafif kokulu bir anahtar (Ernest the Chicken görevinde kullanilir).	examine	item	Key
It's slightly charred.	Hafifce yanmis.	examine	item	Rubber tube
It's pretty full.	Oldukca dolu.	examine	item	Oil can
A sharp cattleprod.	Keskin bir sigir cubugu.	examine	item	Cattleprod
Councillor Halgrive gave me this to kill some sheep.	Meclis üyesi Halgrive bunu bana birkac koyun öldürmem icin verdi.	examine	item	Sheep feed
The suspicious-looking remains of a suspicious-looking sheep.	Süpheli görünen bir koyunun süpheli görünen kalintilari.	examine	item	Sheep bones (1)
This should protect me from the plague, I hope!	Umarim bu beni vebadan korur!	examine	item	Plague jacket
These should protect me from the plague, I hope!	Umarim bunlar beni vebadan korur!	examine	item	Plague trousers
Some orange armour designed to fit goblins.	Goblinlere uyacak sekilde tasarlanmis turuncu zirh.	examine	item	Orange goblin mail
Some blue armour designed to fit goblins.	Goblinlere uyacak sekilde tasarlanmis mavi zirh.	examine	item	Blue goblin mail
Some brown armour designed to fit goblins.	Goblinlere uyacak sekilde tasarlanmis kahverengi zirh.	examine	item	Goblin mail
This contains some vital research.	Bu, bazi önemli arastirmalari iceriyor.	examine	item	Research package
They seem to be written in some kind of code.	Bir tür sifre ile yazilmis gibi görünüyor.	examine	item	Research notes
A book on elven history in northern Gielinor.	Gielinor'un kuzeyindeki elf tarihini anlatan bir kitap.	examine	item	Book on baxtorian
I found this in a cave beneath the Tree Gnome Village (used in the Waterfall Quest).	Bunu Agac Cüceleri Köyü'nün altindaki bir magarada buldum (Selale Görevinde kullanilir).	examine	item	Key
A small pebble with elven inscription.	Üzerinde elf yazitlari olan kücük bir cakil tasi.	examine	item	Glarial's pebble
A bright green gem set in a necklace.	Bir kolyeye takilmis parlak yesil bir mücevher.	examine	item	Glarial's amulet
An urn containing Glarial's ashes.	Glarial'in küllerini iceren bir küp.	examine	item	Glarial's urn
An empty urn made for Glarial's ashes.	Glarial'in külleri icin yapilmis bos bir küp.	examine	item	Glarial's urn (empty)
I found this within Baxtorian Falls (used in the Waterfall Quest).	Bunu Baxtorian Selalesi'nde buldum (Selale Görevinde kullanilir).	examine	item	Key
Magical seeds in a mithril case.	Mithril kutuda sihirli tohumlar.	examine	item	Mithril seeds
A bit of rat.	Biraz fare.	examine	item	Rat's tail
Useful for catching lobsters.	Istakoz yakalamak icin kullanisli.	examine	item	Lobster pot
Useful for catching small fish.	Kücük balik yakalamak icin kullanisli.	examine	item	Small fishing net
Useful for catching lots of fish.	Cok sayida balik yakalamak icin kullanisli.	examine	item	Big fishing net
Useful for catching sardine or herring.	Sardalya veya ringa baligi yakalamak icin kullanisli.	examine	item	Fishing rod
Useful for catching salmon or trout.	Somon veya alabalik yakalamak icin kullanisli.	examine	item	Fly fishing rod
Useful for catching really big fish.	Gercekten büyük balik yakalamak icin kullanisli.	examine	item	Harpoon
For use with a fishing rod.	Olta ile kullanmak icin.	examine	item	Fishing bait
Used for fly fishing.	Sinek balikciligi icin kullanilir.	examine	item	Feather
Some nicely cooked shrimp.	Güzelce pisirilmis karides.	examine	item	Shrimps
I should try cooking this.	Bunu pisirmeyi denemeliyim.	examine	item	Raw shrimps
Some nicely cooked anchovies.	Güzel pisirilmis hamsi.	examine	item	Anchovies
Oops!	Oops!	examine	item	Burnt fish
Some nicely cooked sardines.	Güzel pisirilmis sardalya.	examine	item	Sardine
Some nicely cooked salmon.	Güzel pisirilmis somon.	examine	item	Salmon
Some nicely cooked trout.	Güzel pisirilmis alabalik.	examine	item	Trout
Some nicely cooked giant carp.	Güzel pisirilmis dev sazan.	examine	item	Giant carp
Some nicely cooked cod.	Güzel pisirilmis morina.	examine	item	Cod
Some nicely cooked herring.	Güzel pisirilmis ringa baligi.	examine	item	Herring
Some nicely cooked pike.	Güzel pisirilmis turna baligi.	examine	item	Pike
Some nicely cooked mackerel.	Güzel pisirilmis uskumru.	examine	item	Mackerel
Wow, this is a big fish.	Vay canina, bu büyük bir balik.	examine	item	Tuna
I'd better be careful eating this!	Bunu yerken dikkatli olsam iyi olur!	examine	item	Swordfish
This looks tricky to eat.	Bunu yemek zor gibi görünüyor.	examine	item	Lobster
I'd better be careful eating this.	Bunu yerken dikkatli olsam iyi olur.	examine	item	Shark
A rare catch.	Nadir bulunan bir av.	examine	item	Raw manta ray
Tasty!	Lezzetli!	examine	item	Sea turtle
Slightly damp seaweed.	Biraz nemli deniz yosunu.	examine	item	Seaweed
I hope there's treasure in it.	Umarim icinde hazine vardir.	examine	item	Casket
Maybe there are pearls inside?	Belki icinde inciler vardir?	examine	item	Oyster
Aww, it's empty.	Ah, bosmus.	examine	item	Empty oyster
I could work wonders with a chisel on this pearl.	Bu inciyi bir keskiyle harika seyler yapabilirim.	examine	item	Oyster pearl
I could work wonders with a chisel on these pearls.	Bu incileri bir keskiyle harika seyler yapabilirim.	examine	item	Oyster pearls
An expensive colourless liquid.	Pahali, renksiz bir sivi.	examine	item	Ethenea
This isn't worth much.	Bu pek degerli degil.	examine	item	Liquid honey
It's highly poisonous.	Cok zehirli.	examine	item	Sulphuric broline
Probably best I don't keep this too long.	Bunu fazla uzun süre saklamasam iyi olur.	examine	item	Plague sample
A special kind of paper.	Özel bir kagit türü.	examine	item	Touch paper
Apparently it distills.	Görünüse göre damitiliyor.	examine	item	Distillator
Yup. It's an amulet.	Evet. Bu bir muska.	examine	item	Lathas' amulet
Birds love this stuff!	Kuslar buna bayilir!	examine	item	Bird feed
Opens things (Used in the Biohazard quest).	Bir seyleri acar (Biohazard görevinde kullanilir).	examine	item	Key
It's full of pigeons.	Güvercinlerle dolu.	examine	item	Pigeon cage
It's empty...	Bos...	examine	item	Pigeon cage
Top half of a priest suit.	Rahip kiyafetinin üst kismi.	examine	item	Priest gown
Bottom half of a priest suit.	Rahip kiyafetinin alt kismi.	examine	item	Priest gown
Medical looking.	Tibbi görünümlü.	examine	item	Medical gown
A very strong spirit brewed on Karamja.	Karamja'da üretilmis cok güclü bir icki.	examine	item	Karamjan rum
A key to One-Eyed Hector's chest (Used in the Pirate's Treasure quest).	Tek Gözlü Hector'un sandiginin anahtari (Korsan Hazinesi görevinde kullanilir).	examine	item	Chest key
Pirates don't have the best handwriting...	Korsanlarin el yazisi pek iyi degil...	examine	item	Pirate message
Some hard dry clay.	Sert, kuru kil.	examine	item	Clay
This needs refining.	Bu rafine edilmesi gerekiyor.	examine	item	Copper ore
Hmm a non-renewable energy source!	Hmm, yenilenemeyen bir enerji kaynagi!	examine	item	Coal
The official Alfred Grimhand bar crawl card.	Resmi Alfred Grimhand bar turu karti.	examine	item	Barcrawl card
It's empty!	Bos!	examine	item	Scorpion cage
There is 1 scorpion inside.	Icinde 1 akrep var.	examine	item	Scorpion cage
There are 2 scorpions inside.	Icinde 2 akrep var.	examine	item	Scorpion cage
There are 3 scorpions inside.	Icinde 3 akrep var.	examine	item	Scorpion cage
I wonder what this tastes like?	Acaba tadi nasildir?	examine	item	Strange fruit
Useless without the head.	Basi olmadan ise yaramaz.	examine	item	Pickaxe handle
Nurmof can fix this for me.	Nurmof bunu benim icin tamir edebilir.	examine	item	Broken pickaxe
It's missing a handle.	Sapi eksik.	examine	item	Bronze pick head
Bob can fix this for me.	Bob bunu benim icin tamir edebilir.	examine	item	Broken axe
I don't fancy eating this now.	Su anda bunu yemek istemiyorum.	examine	item	Enchanted beef
Bones are for burying!	Kemikler gömülmek icindir!	examine	item	Bones
Ew it's a pile of bones.	Igrenc, bir yigin kemik.	examine	item	Bat bones
These would feed a dog for months!	Bunlar bir köpegi aylarca besler!	examine	item	Dragon bones
Keeps a druid's knees nice and warm.	Druidin dizlerini sicak tutar.	examine	item	Druid's robe
I feel closer to the gods when I am wearing this.	Bunu giydigimde tanrilara daha yakin hissediyorum.	examine	item	Druid's robe top
Keeps a monk's knees nice and warm.	Kesisin dizlerini sicak tutar.	examine	item	Monk's robe
If a shade had knees, this would keep them nice and warm.	Bir gölgenin dizleri olsaydi, bu onlari sicak tutardi.	examine	item	Shade robe
Issued to all new citizens of Gielinor.	Gielinor'un tüm yeni vatandaslarina verilir.	examine	item	Newcomer map
It lets me talk to ghosts.	Hayaletlerle konusmami saglar.	examine	item	Ghostspeak amulet
Ooooh spooky!	Ooooh, ürkütücü!	examine	item	Ghost's skull
One of the 4 basic elemental Runes.	4 temel element Runes'tan biri.	examine	item	Fire rune
Used for basic level missile spells.	Temel seviye füze büyülerinde kullanilir.	examine	item	Mind rune
Used for curse spells.	Lanet büyülerinde kullanilir.	examine	item	Body rune
Used for medium level missile spells.	Orta seviye füze büyülerinde kullanilir.	examine	item	Death rune
Used for alchemy spells.	Simya büyülerinde kullanilir.	examine	item	Nature rune
Used for low level missile spells.	Düsük seviye füze büyülerinde kullanilir.	examine	item	Chaos rune
Used for teleport spells.	Isinlanma büyülerinde kullanilir.	examine	item	Law rune
Used for enchant spells.	Büyüleme büyülerinde kullanilir.	examine	item	Cosmic rune
Used for high level missile spells.	Yüksek seviye füze büyülerinde kullanilir.	examine	item	Blood rune
Used for high level curse spells.	Yüksek seviye lanet büyülerinde kullanilir.	examine	item	Soul rune
I'd prefer it if it was powered.	Güclendirilmis olmasini tercih ederim.	examine	item	Unpowered orb
A magic glowing orb.	Sihirli parlayan bir küre.	examine	item	Fire orb
I can do magic better in this.	Bununla daha iyi sihir yapabilirim.	examine	item	Blue wizard robe
A silly pointed hat.	Aptalca sivri bir sapka.	examine	item	Blue wizard hat
It's a bailing bucket.	Bu bir kova.	examine	item	Bailing bucket
It's a bailing bucket full of salty water.	Tuzlu suyla dolu bir kova.	examine	item	Bailing bucket
A strange glowing green orb.	Garip parlayan yesil bir küre.	examine	item	Orb of protection
Two strange glowing green orbs.	Iki garip parlayan yesil küre.	examine	item	Orbs of protection
It's an amulet of protection given to me by the gnomes.	Bu, cüceler tarafindan bana verilen bir koruma tilsimi.	examine	item	Gnome amulet
Useful for lighting a fire.	Ates yakmak icin kullanisli.	examine	item	Tinderbox
A heap of ashes.	Bir yigin kül.	examine	item	Ashes
A lit home-made torch.	Yanan ev yapimi bir mesale.	examine	item	Lit torch
An unlit home-made torch.	Yanmayan ev yapimi bir mesale.	examine	item	Unlit torch
Arrows with bronze heads wrapped in oily cloth.	Yagli beze sarilmis bronz basli oklar.	examine	item	Bronze fire arrow
A book on the history of astronomy.	Astronomi tarihi üzerine bir kitap.	examine	item	Astronomy book
A small key for a large door (Allows access to the goblin kitchen in the Observatory Dungeon).	Büyük bir kapi icin kücük bir anahtar (Gözlemevi Zindanindaki goblin mutfagina erisim saglar).	examine	item	Goblin kitchen key
An unusual mould in the shape of a disc.	Disk seklinde alisilmadik bir kalip.	examine	item	Lens mould
A perfectly circular disc of glass.	Mükemmel dairesel bir cam disk.	examine	item	Observatory lens
A slender bone shard given to you by Zadimus.	Zadimus tarafindan size verilen ince bir kemik parcasi.	examine	item	Bone shard
A bone key fashioned from a shard of bone (Provides access to Rashiliyia's Tomb).	Kemik parcasindan yapilmis bir kemik anahtar (Rashiliyia'nin Mezarina erisim saglar).	examine	item	Bone key
A stone plaque with carved letters in it.	Üzerinde oyulmus harfler bulunan tas bir plaket.	examine	item	Stone-plaque
An ancient tattered scroll.	Eski, yirtik pirtik bir parsömen.	examine	item	Tattered scroll
An ancient crumpled scroll.	Eski, burusuk bir parsömen.	examine	item	Crumpled scroll
The remains of the Zombie Queen.	Zombi Kralicesi'nin kalintilari.	examine	item	Rashiliyia corpse
The remains of Zadimus.	Zadimus'un kalintilari.	examine	item	Zadimus corpse
A magical crystal sphere.	Sihirli bir kristal küre.	examine	item	Locating crystal
A curious looking neck ornament.	Tuhaf görünümlü bir boyun süsü.	examine	item	Beads of the dead
Lovely money!	Güzel para!	examine	item	Coins
Beads carved out of a bone.	Kemikten oyulmus boncuklar.	examine	item	Bone beads
Allows you to rest in the luxurious Paramayer Inn.	Lüks Paramayer Hani'nda dinlenmenizi saglar.	examine	item	Paramaya ticket
Allows you passage on the 'Lady of the waves' ship.	“Dalgalarin Hanimi” gemisine binmenizi saglar.	examine	item	Ship ticket
An ivory sword pommel.	Fildisi kilic kabzasi.	examine	item	Sword pommel
Notes taken from the tomb of Bervirius.	Bervirius'un mezarindan alinan notlar.	examine	item	Bervirius notes
A decorated belt used to trade information between distant villages.	Uzak köyler arasinda bilgi alisverisi icin kullanilan süslü bir kemer.	examine	item	Wampum belt
They're soft, silky and pink.	Yumusak, ipeksi ve pembe.	examine	item	Pink boots
They're soft, silky and green.	Yumusak, ipeksi ve yesil.	examine	item	Green boots
They're soft, silky and blue.	Yumusak, ipeksi ve mavi.	examine	item	Blue boots
They're soft, silky and cream.	Yumusak, ipeksi ve krem rengi.	examine	item	Cream boots
They're soft, silky and turquoise.	Yumusak, ipeksi ve turkuaz.	examine	item	Turquoise boots
The ultimate in gnome design, now in pink!	Gnome tasariminin en iyisi, simdi pembe renkte!	examine	item	Pink robe top
The ultimate in gnome design, now in green!	Gnome tasariminin en iyisi, simdi yesil renkte!	examine	item	Green robe top
The ultimate in gnome design, now in blue!	Gnome tasariminin en iyisi, simdi mavi renkte!	examine	item	Blue robe top
The ultimate in gnome design, now in cream!	Gnome tasariminin en iyisi, simdi krem renginde!	examine	item	Cream robe top
The ultimate in gnome design, now in turquoise!	Gnome tasariminin en iyisi, simdi turkuaz renkte!	examine	item	Turquoise robe top
Made by Tree Gnomes with a thing for pink.	Pembeye düskün Agac Gnome'lari tarafindan yapilmistir.	examine	item	Pink robe bottoms
Made by Tree Gnomes with a thing for green.	Yesile düskün Agac Gnome'lari tarafindan yapilmistir.	examine	item	Green robe bottoms
Made by Tree Gnomes with a thing for blue.	Maviye düskün Agac Gnome'lari tarafindan yapilmistir.	examine	item	Blue robe bottoms
Made by Tree Gnomes with a thing for cream.	Kreme düskün Agac Gnome'lari tarafindan yapilmistir.	examine	item	Cream robe bottoms
Made by Tree Gnomes with a thing for turquoise.	Turkuaz rengini seven Agac Cüceleri tarafindan üretilmistir.	examine	item	Turquoise robe bottoms
A silly pink pointed hat.	Komik pembe sivri sapka.	examine	item	Pink hat
A silly green pointed hat.	Komik yesil sivri sapka.	examine	item	Green hat
A silly blue pointed hat.	Komik mavi sivri sapka.	examine	item	Blue hat
A silly cream pointed hat.	Komik krem rengi sivri sapka.	examine	item	Cream hat
A silly turquoise pointed hat.	Komik turkuaz sivri sapka.	examine	item	Turquoise hat
Picture of a posing Paladin.	Poz veren bir Paladin resmi.	examine	item	Portrait
A Faladian Knight's sword.	Bir Faladian Sövalyesinin kilici.	examine	item	Blurite sword
Definitely blue.	Kesinlikle mavi.	examine	item	Blurite ore
A receptacle for specimens!	Örnekler icin bir kap!	examine	item	Specimen jar
A small brush used to clean rock samples.	Kaya örneklerini temizlemek icin kullanilan kücük bir firca.	examine	item	Specimen brush
A carefully-kept-safe skull sample.	Özenle saklanan bir kafatasi örnegi.	examine	item	Animal skull
A special cup.	Özel bir kupa.	examine	item	Special cup
A lucky mascot.	Sansli bir maskot.	examine	item	Teddy
A roughly shaped piece of rock.	Kaba bir sekilde sekillendirilmis bir kaya parcasi.	examine	item	Cracked sample
A small pick for digging.	Kazmak icin kullanilan kücük bir kazma.	examine	item	Rock pick
