english	category	sub_category	source
Facing Jad Head-on	interface	combAchvmt	
Kalphite Queen Veteran	interface	combAchvmt	
Insect Deflection	interface	combAchvmt	
Prayer Smasher	interface	combAchvmt	
Ten-tacles	interface	combAchvmt	
Mimic Veteran	interface	combAchvmt	
Hard Hitter	interface	combAchvmt	
Nightmare Veteran	interface	combAchvmt	
Explosion!	interface	combAchvmt	
Sleep Tight	interface	combAchvmt	
Nightmare (Solo) Speed-Trialist	interface	combAchvmt	
Nightmare (<Num0>-Scale) Speed-Trialist	interface	combAchvmt	
Death to the Seer King	interface	combAchvmt	
From One King to Another	interface	combAchvmt	
Death to the Warrior King	interface	combAchvmt	
Toppling the Diarchy	interface	combAchvmt	
Commander Zilyana Veteran	interface	combAchvmt	
Reminisce	interface	combAchvmt	
Scorpia Veteran	interface	combAchvmt	
Fragment of Seren Speed-Trialist	interface	combAchvmt	
Zulrah Veteran	interface	combAchvmt	
Snake Rebound	interface	combAchvmt	
Snake. Snake!? Snaaaaaake!	interface	combAchvmt	
Zulrah Speed-Trialist	interface	combAchvmt	
Death to the Archer King	interface	combAchvmt	
Rapid Succession	interface	combAchvmt	
Anticoagulants	interface	combAchvmt	
Appropriate Tools	interface	combAchvmt	
They Won't Expect This	interface	combAchvmt	
Chally Time	interface	combAchvmt	
Nylocas, On the Rocks	interface	combAchvmt	
Just To Be Safe	interface	combAchvmt	
Don't Look at Me!	interface	combAchvmt	
No-Pillar	interface	combAchvmt	
Attack, Step, Wait	interface	combAchvmt	
Pass It On	interface	combAchvmt	
Theatre of Blood Veteran	interface	combAchvmt	
Thermonuclear Veteran	interface	combAchvmt	
Hazard Prevention	interface	combAchvmt	
Spec'd Out	interface	combAchvmt	
Venenatis Veteran	interface	combAchvmt	
Vet'eran	interface	combAchvmt	
Vorkath Veteran	interface	combAchvmt	
Stick 'em With the Pointy End	interface	combAchvmt	
Zombie Destroyer	interface	combAchvmt	
Dust Seeker	interface	combAchvmt	
Chambers of Xeric Veteran	interface	combAchvmt	
Perfectly Balanced	interface	combAchvmt	
Together We'll Fall	interface	combAchvmt	
Redemption Enthusiast	interface	combAchvmt	
Mutta-diet	interface	combAchvmt	
Dancing with Statues	interface	combAchvmt	
Undying Raid Team	interface	combAchvmt	
Shayzien Specialist	interface	combAchvmt	
Cryo No More	interface	combAchvmt	
Blizzard Dodger	interface	combAchvmt	
Kill It with Fire	interface	combAchvmt	
Zalcano Veteran	interface	combAchvmt	
Perfect Zalcano	interface	combAchvmt	
Team Player	interface	combAchvmt	
The Spurned Hero	interface	combAchvmt	
K'ril Tsutsaroth Veteran	interface	combAchvmt	
Demonic Defence	interface	combAchvmt	
The Bane of Demons	interface	combAchvmt	
Half-Way There	interface	combAchvmt	
A Near Miss!	interface	combAchvmt	
The II Jad Challenge	interface	combAchvmt	
TzHaar-Ket-Rak's Speed-Trialist	interface	combAchvmt	
Facing Jad Head-on III	interface	combAchvmt	
Phosani's Veteran	interface	combAchvmt	
Nex Veteran	interface	combAchvmt	
Nex Survivors	interface	combAchvmt	
Novice Tomb Raider	interface	combAchvmt	
Tomb Explorer	interface	combAchvmt	
Expert Tomb Explorer	interface	combAchvmt	
Hardcore Raiders	interface	combAchvmt	
Hardcore Tombs	interface	combAchvmt	
Helpful spirit who?	interface	combAchvmt	
Dropped the ball	interface	combAchvmt	
No skipping allowed	interface	combAchvmt	
Down Do Specs	interface	combAchvmt	
Perfect Het	interface	combAchvmt	
Perfect Apmeken	interface	combAchvmt	
Perfect Crondis	interface	combAchvmt	
I'm in a rush	interface	combAchvmt	
Phantom Muspah Speed-Trialist	interface	combAchvmt	
Phantom Muspah Veteran	interface	combAchvmt	
Can't Escape	interface	combAchvmt	
Versatile Drainer	interface	combAchvmt	
Duke Sucellus Adept	interface	combAchvmt	
Vardorvis Adept	interface	combAchvmt	
Whisperer Adept	interface	combAchvmt	
Leviathan Adept	interface	combAchvmt	
Duke Sucellus Speed-Trialist	interface	combAchvmt	
Vardorvis Speed-Trialist	interface	combAchvmt	
Whisperer Speed-Trialist	interface	combAchvmt	
Leviathan Speed-Trialist	interface	combAchvmt	
Tentacular	interface	combAchvmt	
High Hitter	interface	combAchvmt	
Furball	interface	combAchvmt	
Denied	interface	combAchvmt	
I was here first!	interface	combAchvmt	
Unending Torment	interface	combAchvmt	
Through Fire and Flames	interface	combAchvmt	
Two Times the Torment	interface	combAchvmt	
Rapid Reload	interface	combAchvmt	
Araxxor Veteran	interface	combAchvmt	
Relaxxor	interface	combAchvmt	
Araxxor Speed-Trialist	interface	combAchvmt	
Hueycoatl Speed-Trialist	interface	combAchvmt	
Hueycoatl Veteran	interface	combAchvmt	
Perfect Hueycoatl	interface	combAchvmt	
Amoxliatl Speed-Chaser	interface	combAchvmt	
Without Ralos' Light	interface	combAchvmt	
No time to pray	interface	combAchvmt	
Collateral Damage	interface	combAchvmt	
Swoop No More	interface	combAchvmt	
Precise Positioning	interface	combAchvmt	
Cerberus Master	interface	combAchvmt	
Arooo No More	interface	combAchvmt	
Corporeal Beast Master	interface	combAchvmt	
Perfect Grotesque Guardians II	interface	combAchvmt	
Grotesque Guardians Speed-Chaser	interface	combAchvmt	
... 'til Dawn	interface	combAchvmt	
Corrupted Gauntlet Master	interface	combAchvmt	
Perfect Corrupted Hunllef	interface	combAchvmt	
Defence Doesn't Matter II	interface	combAchvmt	
Corrupted Warrior	interface	combAchvmt	
Corrupted Gauntlet Speed-Chaser	interface	combAchvmt	
Gauntlet Master	interface	combAchvmt	
Perfect Crystalline Hunllef	interface	combAchvmt	
Defence Doesn't Matter	interface	combAchvmt	
Gauntlet Speed-Chaser	interface	combAchvmt	
Hespori Speed-Chaser	interface	combAchvmt	
Alchemical Master	interface	combAchvmt	
Unrequired Antipoisons	interface	combAchvmt	
Lightning Lure	interface	combAchvmt	
Don't Flame Me	interface	combAchvmt	
Mixing Correctly	interface	combAchvmt	
The Flame Skipper	interface	combAchvmt	
Alcleanical Hydra	interface	combAchvmt	
Alchemical Speed-Chaser	interface	combAchvmt	
Working Overtime	interface	combAchvmt	
Fight Caves Master	interface	combAchvmt	
Denying the Healers	interface	combAchvmt	
You Didn't Say Anything About a Bat	interface	combAchvmt	
Fight Caves Speed-Chaser	interface	combAchvmt	
One Hundred Tentacles	interface	combAchvmt	
Nightmare Master	interface	combAchvmt	
Perfect Nightmare	interface	combAchvmt	
Nightmare (Solo) Speed-Chaser	interface	combAchvmt	
Nightmare (<Num0>-Scale) Speed-Chaser	interface	combAchvmt	
Moving Collateral	interface	combAchvmt	
Zulrah Master	interface	combAchvmt	
Perfect Zulrah	interface	combAchvmt	
Zulrah Speed-Chaser	interface	combAchvmt	
Can't Drain This	interface	combAchvmt	
Perfect Maiden	interface	combAchvmt	
Two-Down	interface	combAchvmt	
Perfect Bloat	interface	combAchvmt	
Perfect Nylocas	interface	combAchvmt	
A Timely Snack	interface	combAchvmt	
Perfect Sotetseg	interface	combAchvmt	
Can You Dance?	interface	combAchvmt	
Perfect Xarpus	interface	combAchvmt	
Pop It	interface	combAchvmt	
Perfect Verzik	interface	combAchvmt	
Back in My Day...	interface	combAchvmt	
Theatre (Trio) Speed-Chaser	interface	combAchvmt	
Theatre (<Num0>-Scale) Speed-Chaser	interface	combAchvmt	
Theatre of Blood Master	interface	combAchvmt	
Vorkath Master	interface	combAchvmt	
The Walk	interface	combAchvmt	
Dodging the Dragon	interface	combAchvmt	
Vorkath Speed-Chaser	interface	combAchvmt	
Extended Encounter	interface	combAchvmt	
Chambers of Xeric: CM Master	interface	combAchvmt	
Immortal Raid Team	interface	combAchvmt	
Immortal Raider	interface	combAchvmt	
Chambers of Xeric: CM (Solo) Speed-Chaser	interface	combAchvmt	
Chambers of Xeric: CM (<Num0>-Scale) Speed-Chaser	interface	combAchvmt	
Chambers of Xeric: CM (Trio) Speed-Chaser	interface	combAchvmt	
Chambers of Xeric Master	interface	combAchvmt	
No Time for Death	interface	combAchvmt	
Putting It Olm on the Line	interface	combAchvmt	
A Not So Special Lizard	interface	combAchvmt	
Stop Drop and Roll	interface	combAchvmt	
Anvil No More	interface	combAchvmt	
Undying Raider	interface	combAchvmt	
Playing with Lasers	interface	combAchvmt	
Perfect Olm (Solo)	interface	combAchvmt	
Perfect Olm (Trio)	interface	combAchvmt	
Blind Spot	interface	combAchvmt	
Chambers of Xeric (Solo) Speed-Chaser	interface	combAchvmt	
Chambers of Xeric (Trio) Speed-Chaser	interface	combAchvmt	
Chambers of Xeric (<Num0>-Scale) Speed-Chaser	interface	combAchvmt	
Nibblers, Begone!	interface	combAchvmt	
The IV Jad Challenge	interface	combAchvmt	
TzHaar-Ket-Rak's Speed-Chaser	interface	combAchvmt	
Facing Jad Head-on IV	interface	combAchvmt	
Supplies? Who Needs 'em?	interface	combAchvmt	
Multi-Style Specialist	interface	combAchvmt	
Hard Mode? Completed It	interface	combAchvmt	
Theatre of Blood: SM Speed-Chaser	interface	combAchvmt	
Phosani's Master	interface	combAchvmt	
Phosani's Speedchaser	interface	combAchvmt	
Crush Hour	interface	combAchvmt	
I Would Simply React	interface	combAchvmt	
Dreamland Express	interface	combAchvmt	
Nex Master	interface	combAchvmt	
A siphon will solve this	interface	combAchvmt	
Contain this!	interface	combAchvmt	
There is no escape!	interface	combAchvmt	
Nex Trio	interface	combAchvmt	
Shadows Move...	interface	combAchvmt	
You are not prepared	interface	combAchvmt	
Tomb Looter	interface	combAchvmt	
Tomb Raider	interface	combAchvmt	
Tombs Speed Runner	interface	combAchvmt	
Something of an expert myself	interface	combAchvmt	
Expert Tomb Looter	interface	combAchvmt	
Ba-Bananza	interface	combAchvmt	
Rockin' around the croc	interface	combAchvmt	
Doesn't bug me	interface	combAchvmt	
All out of medics	interface	combAchvmt	
Better get movin'	interface	combAchvmt	
Warden't you believe it	interface	combAchvmt	
Resourceful Raider	interface	combAchvmt	
But... Damage	interface	combAchvmt	
Chompington	interface	combAchvmt	
Fancy feet	interface	combAchvmt	
Perfect Akkha	interface	combAchvmt	
Perfect Ba-Ba	interface	combAchvmt	
Perfect Zebak	interface	combAchvmt	
Perfect Scabaras	interface	combAchvmt	
Perfect Kephri	interface	combAchvmt	
Perfect Wardens	interface	combAchvmt	
More than just a ranged weapon	interface	combAchvmt	
Essence Farmer	interface	combAchvmt	
Phantom Muspah Speed-Chaser	interface	combAchvmt	
Phantom Muspah Master	interface	combAchvmt	
Walk Straight Pray True	interface	combAchvmt	
Space is Tight	interface	combAchvmt	
Perfect Whisperer	interface	combAchvmt	
Duke Sucellus Master	interface	combAchvmt	
Vardorvis Master	interface	combAchvmt	
Whisperer Master	interface	combAchvmt	
Leviathan Master	interface	combAchvmt	
Duke Sucellus Speed-Chaser	interface	combAchvmt	
Vardorvis Speed-Chaser	interface	combAchvmt	
Whisperer Speed-Chaser	interface	combAchvmt	
Leviathan Speed-Chaser	interface	combAchvmt	
Cold Feet	interface	combAchvmt	
Perfect Duke Sucellus	interface	combAchvmt	
Serpentine Solo	interface	combAchvmt	
Perfect Leviathan	interface	combAchvmt	
Budget Cutter	interface	combAchvmt	
Perfect Vardorvis	interface	combAchvmt	
Sportsmanship	interface	combAchvmt	
I Brought Mine Too	interface	combAchvmt	
Showboating	interface	combAchvmt	
One-off	interface	combAchvmt	
Colosseum Speed-Chaser	interface	combAchvmt	
Three Times the Thrashing	interface	combAchvmt	
Araxxor Master	interface	combAchvmt	
Araxxor Speed-Chaser	interface	combAchvmt	
Perfect Araxxor	interface	combAchvmt	
Let it seep in	interface	combAchvmt	
Araxyte Betrayal	interface	combAchvmt	
Arachnid Lover	interface	combAchvmt	
Is it a bird?	interface	combAchvmt	
Hueycoatl Speed-Chaser	interface	combAchvmt	
The Worst Ranged Weapon	interface	combAchvmt	
Feather Hunter	interface	combAchvmt	
Defence Matters	interface	combAchvmt	
Keep Away	interface	combAchvmt	
Ourg Killer	interface	combAchvmt	
Grotesque Guardians Speed-Runner	interface	combAchvmt	
Corrupted Gauntlet Grandmaster	interface	combAchvmt	
Egniol Diet II	interface	combAchvmt	
Wolf Puncher II	interface	combAchvmt	
Corrupted Gauntlet Speed-Runner	interface	combAchvmt	
Gauntlet Speed-Runner	interface	combAchvmt	
No Pressure	interface	combAchvmt	
Alchemical Speed-Runner	interface	combAchvmt	
Denying the Healers II	interface	combAchvmt	
No Time for a Drink	interface	combAchvmt	
Fight Caves Speed-Runner	interface	combAchvmt	
Terrible Parent	interface	combAchvmt	
A Long Trip	interface	combAchvmt	
Nightmare (Solo) Speed-Runner	interface	combAchvmt	
Nightmare (<Num0>-Scale) Speed-Runner	interface	combAchvmt	
Animal Whisperer	interface	combAchvmt	
Peach Conjurer	interface	combAchvmt	
Zulrah Speed-Runner	interface	combAchvmt	
Theatre of Blood Grandmaster	interface	combAchvmt	
Perfect Theatre	interface	combAchvmt	
Morytania Only	interface	combAchvmt	
Theatre (Duo) Speed-Runner	interface	combAchvmt	
Theatre (Trio) Speed-Runner	interface	combAchvmt	
Theatre (<Num0>-Scale) Speed-Runner	interface	combAchvmt	
Faithless Encounter	interface	combAchvmt	
The Fremennik Way	interface	combAchvmt	
Vorkath Speed-Runner	interface	combAchvmt	
Chambers of Xeric: CM Grandmaster	interface	combAchvmt	
Chambers of Xeric: CM (Solo) Speed-Runner	interface	combAchvmt	
Chambers of Xeric: CM (<Num0>-Scale) Speed-Runner	interface	combAchvmt	
Chambers of Xeric: CM (Trio) Speed-Runner	interface	combAchvmt	
Chambers of Xeric Grandmaster	interface	combAchvmt	
Chambers of Xeric (Solo) Speed-Runner	interface	combAchvmt	
Chambers of Xeric (Trio) Speed-Runner	interface	combAchvmt	
Chambers of Xeric (<Num0>-Scale) Speed-Runner	interface	combAchvmt	
Demon Whisperer	interface	combAchvmt	
Ash Collector	interface	combAchvmt	
Inferno Grandmaster	interface	combAchvmt	
The Floor Is Lava	interface	combAchvmt	
Playing with Jads	interface	combAchvmt	
No Luck Required	interface	combAchvmt	
Wasn't Even Close	interface	combAchvmt	
Budget Setup	interface	combAchvmt	
Nibbler Chaser	interface	combAchvmt	
Facing Jad Head-on II	interface	combAchvmt	
Jad? What Are You Doing Here?	interface	combAchvmt	
Inferno Speed-Runner	interface	combAchvmt	
The VI Jad Challenge	interface	combAchvmt	
TzHaar-Ket-Rak's Speed-Runner	interface	combAchvmt	
It Wasn't a Fluke	interface	combAchvmt	
Stop Right There!	interface	combAchvmt	
Personal Space	interface	combAchvmt	
Royal Affairs	interface	combAchvmt	
Harder Mode I	interface	combAchvmt	
Harder Mode II	interface	combAchvmt	
Nylo Sniper	interface	combAchvmt	
Team Work Makes the Dream Work	interface	combAchvmt	
Harder Mode III	interface	combAchvmt	
Pack Like a Yak	interface	combAchvmt	
Theatre: HM (Trio) Speed-Runner	interface	combAchvmt	
Theatre: HM (<Num0>-Scale) Speed-Runner	interface	combAchvmt	
Theatre of Blood: HM Grandmaster	interface	combAchvmt	
Phosani's Grandmaster	interface	combAchvmt	
Perfect Phosani's Nightmare	interface	combAchvmt	
Phosani's Speedrunner	interface	combAchvmt	
Can't Wake Up	interface	combAchvmt	
Nex Duo	interface	combAchvmt	
I should see a doctor	interface	combAchvmt	
Perfect Nex	interface	combAchvmt	
Tombs Speed Runner II	interface	combAchvmt	
Amascut's Remnant	interface	combAchvmt	
Maybe I'm the boss.	interface	combAchvmt	
Expert Tomb Raider	interface	combAchvmt	
Akkhan't Do it	interface	combAchvmt	
All Praise Zebak	interface	combAchvmt	
Perfection of Het	interface	combAchvmt	
Perfection of Apmeken	interface	combAchvmt	
Perfection of Crondis	interface	combAchvmt	
Perfection of Scabaras	interface	combAchvmt	
Insanity	interface	combAchvmt	
Phantom Muspah Manipulator	interface	combAchvmt	
Phantom Muspah Speed-Runner	interface	combAchvmt	
Duke Sucellus Sleeper	interface	combAchvmt	
Vardorvis Sleeper	interface	combAchvmt	
Whispered	interface	combAchvmt	
Leviathan Sleeper	interface	combAchvmt	
Duke Sucellus Speed-Runner	interface	combAchvmt	
Vardorvis Speed-Runner	interface	combAchvmt	
Whisperer Speed-Runner	interface	combAchvmt	
Leviathan Speed-Runner	interface	combAchvmt	
Axe Enthusiast	interface	combAchvmt	
Unconventional	interface	combAchvmt	
Dark Memories	interface	combAchvmt	
Mirror Image	interface	combAchvmt	
Colosseum Grand Champion	interface	combAchvmt	
Slow Dancing in the Sand	interface	combAchvmt	
Perfect Footwork	interface	combAchvmt	
Reinforcements	interface	combAchvmt	
Colosseum Speed-Runner	interface	combAchvmt	
Araxxor Speed-Runner	interface	combAchvmt	
Perfect Araxxor <Num0>	interface	combAchvmt	
Swimming in Venom	interface	combAchvmt	
Hueycoatl Speed-Runner	interface	combAchvmt	
Type: <colNum0>Kill Count</col> <colNum1>(+<Num0> point)</col>	interface	combAchvmt	
Description: <colNum0>Kill an Aberrant Spectre.</col>	interface	combAchvmt	
Description: <colNum0>Open the Barrows chest <Num0> times.</col>	interface	combAchvmt	
Type: <colNum0>Restriction</col> <colNum1>(+<Num0> point)</col>	interface	combAchvmt	
Description: <colNum0>Kill any Barrows Brother using only magical damage.</col>	interface	combAchvmt	
Description: <colNum0>Kill a Black Dragon.</col>	interface	combAchvmt	
Description: <colNum0>Kill a Bloodveld.</col>	interface	combAchvmt	
Description: <colNum0>Kill Bryophyta once.</col>	interface	combAchvmt	
Type: <colNum0>Mechanical</col> <colNum1>(+<Num0> point)</col>	interface	combAchvmt	
Description: <colNum0>Kill Bryophyta with the Protect from Magic prayer active.</col>	interface	combAchvmt	
Type: <colNum0>Perfection</col> <colNum1>(+<Num0> point)</col>	interface	combAchvmt	
