english	translation	category	sub_category	source
Look through	Se gjennom	inventoryActions	item	Sextant
Check steps	Sjekk trinn	inventoryActions	item	Clue scroll (easy)
Release All	Slipp alle	inventoryActions	item	Bloated toad
Release	Utgivelse	inventoryActions	item	Bloated toad
Check kills	Sjekk dreper	inventoryActions	item	Ogre bow
Fill	Fylle	inventoryActions	item	Druid pouch
Cast Bloom	Cast Bloom	inventoryActions	item	Silver sickle (b)
Cast	Cast	inventoryActions	item	Druidic spell
Debug	Feilsøk	inventoryActions	item	Boss helper tool
Play	Spille	inventoryActions	item	Lyre
Interact	Samhandle	inventoryActions	item	Pet rock
Shake	Riste	inventoryActions	item	Vase
Remove-lid	Ta av lokket	inventoryActions	item	Sealed vase
Preach	Preke	inventoryActions	item	Holy book
View	Utsikt	inventoryActions	item	Spare controls
Listen	Lytte	inventoryActions	item	Monkey dentures
Poke	Stikke	inventoryActions	item	Monkey
Heal	Helbrede	inventoryActions	item	Bandages
Loop	Løkke	inventoryActions	item	Yo-yo
Walk	Gå	inventoryActions	item	Yo-yo
Crazy	Gal	inventoryActions	item	Yo-yo
Ride	Ri	inventoryActions	item	Sled
Partner	Partner	inventoryActions	item	Enchanted gem
Log	Logg	inventoryActions	item	Enchanted gem
Repair	Reparere	inventoryActions	item	Model ship
Follow	Følge	inventoryActions	item	Treasure map
Count	Telle	inventoryActions	item	Petition form
Check-keys	Sjekk-nøkler	inventoryActions	item	Steel key ring
Dance	Danse	inventoryActions	item	Rubber chicken
Assemble	Samle	inventoryActions	item	Base schematics
Spin	Spinne	inventoryActions	item	Spinning plate
Remove-one	Fjern-en	inventoryActions	item	Apples(2)
Build	Bygge	inventoryActions	item	Rogue kit
Use	Bruk	inventoryActions	item	Null
Slice	Skive	inventoryActions	item	Rotten potato
Peel	Skrelle	inventoryActions	item	Rotten potato
Mash	Mos	inventoryActions	item	Rotten potato
Lletya	Overnatting	inventoryActions	item	Teleport crystal (4)
Prifddinas	Hovedstaden	inventoryActions	item	Teleport crystal (4)
Toggle	Veksle	inventoryActions	item	Teleport crystal (4)
Uncharge	Lade opp	inventoryActions	item	Broodoo shield (10)
Scan	Skann	inventoryActions	item	Commorb
Contact	Kontakt	inventoryActions	item	Commorb
Playback	Avspilling	inventoryActions	item	Commorb
Talk-At	Talk-At	inventoryActions	item	Fishbowl
Play-With	Lek-med	inventoryActions	item	Fishbowl
Feed	Mate	inventoryActions	item	Fishbowl
Untangle	Utvikle	inventoryActions	item	Fishbowl and net
Check-charge	Sjekk-avgift	inventoryActions	item	Camulet
Display	Utstilling	inventoryActions	item	Zombie head
Question	Spørsmål	inventoryActions	item	Zombie head
Chant	Chant	inventoryActions	item	Demonic sigil
Feel	Føl	inventoryActions	item	Enchanted key
Remove-rat	Fjern-rotte	inventoryActions	item	Rat pole
Jump	Hopp	inventoryActions	item	Blue marionette
Bow	Bukk	inventoryActions	item	Blue marionette
Talk-to	Snakke med	inventoryActions	item	Progress hat
Return	Returner	inventoryActions	item	Prison key
Smell	Lukt	inventoryActions	item	Spicy stew
Release-all	Slipp alt	inventoryActions	item	Balloon toad
Wind	Vind	inventoryActions	item	Toy soldier
Separate	Skille	inventoryActions	item	Kbd heads
Unstuff	Unstuff	inventoryActions	item	Stuffed crawling hand
Varrock	Varrock	inventoryActions	item	Varrock teleport
Grand Exchange	Grand Exchange	inventoryActions	item	Varrock teleport
Camelot	Camelot	inventoryActions	item	Camelot teleport
Seers' Village	Seernes landsby	inventoryActions	item	Camelot teleport
Watchtower	Vakttårnet	inventoryActions	item	Watchtower teleport
Yanille	Yanille	inventoryActions	item	Watchtower teleport
Inside	Inni	inventoryActions	item	Teleport to house
Outside	Utenfor	inventoryActions	item	Teleport to house
Group	Gruppe	inventoryActions	item	Teleport to house
Info	Info	inventoryActions	item	Enchant sapphire or opal
Dust-hands	Støvhender	inventoryActions	item	Ground ashes
Talk-To	Snakk med	inventoryActions	item	Monkey
Invoke	Påkalle	inventoryActions	item	Skull sceptre
Divine	guddommelig	inventoryActions	item	Skull sceptre
Convert	Konvertere	inventoryActions	item	Pharaoh's sceptre
Launch	Lansering	inventoryActions	item	Grand seed pod
Squash	Squash	inventoryActions	item	Grand seed pod
Pour	Til	inventoryActions	item	Mixed blizzard
Add-ingreds	Add-ingreds	inventoryActions	item	Mixed saturday
Unpack	Pakke ut	inventoryActions	item	Proselyte harness m
Shape-Earth	Shape-Earth	inventoryActions	item	Page 1
Shape-Air	Shape-Air	inventoryActions	item	Page 1
Shape-Fire	Shape-Fire	inventoryActions	item	Page 2
Shape-Water	Shape-vann	inventoryActions	item	Page 2
Shape-Mind	Shape-Mind	inventoryActions	item	Page 3
Teleport	Teleporter	inventoryActions	item	Strength cape
Toggle Effect	Slå effekt	inventoryActions	item	Defence cape
Toggle Respawn	Slå av/på Respawn	inventoryActions	item	Defence cape
Commune	kommune	inventoryActions	item	Ranging cape
Spellbook	Spellbook	inventoryActions	item	Magic cape
Stamina Boost	Utholdenhetsboost	inventoryActions	item	Agility cape
Tele to POH	Kalven er POH	inventoryActions	item	Construct. cape
Fishing Guild	Fiskelaug	inventoryActions	item	Fishing cape
Otto's Grotto	Ottos grotte	inventoryActions	item	Fishing cape
Trim	Trim	inventoryActions	item	Quest point cape
Load	Laste	inventoryActions	item	White destabiliser
Split	Dele	inventoryActions	item	Cap and goggles
Lay	Legge	inventoryActions	item	Bird snare
Check totals	Sjekk totaler	inventoryActions	item	Butterfly net
Bank	Bank	inventoryActions	item	Imp-in-a-box(2)
Translate	Oversett	inventoryActions	item	Research notes
Write-Role	Skrive-rolle	inventoryActions	item	Scroll
Clear	Klar	inventoryActions	item	Scroll
Tell-red	Fortell-rød	inventoryActions	item	Attacker horn
Tell-green	Fortell-grønn	inventoryActions	item	Attacker horn
Tell-blue	Fortell-blå	inventoryActions	item	Attacker horn
Medic	Medisin	inventoryActions	item	Attacker horn
Look-in	Se inn	inventoryActions	item	Collection bag
Tell-tofu	Fortell-tofu	inventoryActions	item	Healer horn
Tell-crackers	Fortell-kjeks	inventoryActions	item	Healer horn
Tell-worms	Fortell-ormer	inventoryActions	item	Healer horn
Tell-meat	Fortell-kjøtt	inventoryActions	item	Defender horn
Tell-controlled	Fortell-kontrollert	inventoryActions	item	Collector horn
Tell-accurate	Fortell-nøyaktig	inventoryActions	item	Collector horn
Tell-aggressive	Fortell-aggressiv	inventoryActions	item	Collector horn
Tell-defensive	Fortell-defensiv	inventoryActions	item	Collector horn
Check tax	Sjekk skatt	inventoryActions	item	Empty tax bag
Check taxes	Sjekk skatter	inventoryActions	item	Bulging taxbag
Pray-over	Be-over	inventoryActions	item	Blessed lamp
Recite-prayer	Si-bønn	inventoryActions	item	Prayer book
Operate	Operere	inventoryActions	item	Beacon ring
Gem Mine	Lagre mine	inventoryActions	item	Karamja gloves 3
Loot	Plyndre	inventoryActions	item	Baby impling jar
Impling-jar	Impling-ember	inventoryActions	item	Jar generator
Butterfly-jar	Sommerfugl-krukke	inventoryActions	item	Jar generator
Toggle-view	Veksle-visning	inventoryActions	item	Impling scroll
Copy to log	Kopier til logg	inventoryActions	item	Ancient page
Discard	Kast	inventoryActions	item	Anti-dragon shield (nz)
Take-one	Ta en	inventoryActions	item	Herb box
Bank-all	Bank-alle	inventoryActions	item	Herb box
Refund	Tilbakebetaling	inventoryActions	item	Scroll of redirection
Revert	Gå tilbake	inventoryActions	item	Rimmington teleport
Dismantle	Demontere	inventoryActions	item	Armadyl godsword
Disassemble	Demonter	inventoryActions	item	Slayer helmet
Deposit	Innskudd	inventoryActions	item	Looting bag
Settings	Innstillinger	inventoryActions	item	Looting bag
Spawn Item	Spawn-element	inventoryActions	item	Holiday tool
Dissolve	Oppløse	inventoryActions	item	Abyssal tentacle
Check completion	Kontroller fullføring	inventoryActions	item	Challenge scroll (elite)
Check rank	Sjekk rangering	inventoryActions	item	Druidic wreath
Configure	Konfigurer	inventoryActions	item	Annakarl teleport
Extract	Utdrag	inventoryActions	item	Nest box (empty)
Unload	Lesse	inventoryActions	item	Toxic blowpipe
Untrim	Untrim	inventoryActions	item	Quest point cape (t)
Duradel	Duradel	inventoryActions	item	Karamja gloves 4
Ecto Teleport	Ecto Teleport	inventoryActions	item	Morytania legs 1
Burgh Teleport	Burgh Teleport	inventoryActions	item	Morytania legs 3
Activity	Aktivitet	inventoryActions	item	Bonecrusher
Recharge-prayer	Lad opp-bønn	inventoryActions	item	Falador shield 1
Monastery Teleport	Kloster Teleport	inventoryActions	item	Ardougne cloak 1
Farm Teleport	Farm Teleport	inventoryActions	item	Ardougne cloak 2
Energy	Energi	inventoryActions	item	Explorer's ring 1
Alchemy	Alkymi	inventoryActions	item	Explorer's ring 1
Functions	Funksjoner	inventoryActions	item	Explorer's ring 2
Nardah	Narda	inventoryActions	item	Desert amulet 4
Kalphite cave	Kalphite-hulen	inventoryActions	item	Desert amulet 4
Emote	Emot	inventoryActions	item	Diango's claws
Redeem	Løs inn	inventoryActions	item	Old school bond
Restore	Restaurere	inventoryActions	item	Tanzanite helm (uncharged)
Scramble	Scramble	inventoryActions	item	Rotten egg
Poach	Poach	inventoryActions	item	Rotten egg
Fry	Steke	inventoryActions	item	Rotten egg
Pickle	Pickle	inventoryActions	item	Rotten egg
Consume	Konsumere	inventoryActions	item	Saradomin's light
Teleports	Teleporterer	inventoryActions	item	Max cape
Metamorphosis	Metamorfose	inventoryActions	item	Beaver
Chew	Tygge	inventoryActions	item	Rotten onion
Take-grubs	Ta-grubs	inventoryActions	item	Bucket of sandworms
Pack	Pakke	inventoryActions	item	Shayzien supply crate
Check charges	Sjekk kostnader	inventoryActions	item	Chronicle
Transform	Forvandle	inventoryActions	item	Monkey
Lap-count	Rundteller	inventoryActions	item	Monkey
Combine	Kombinere	inventoryActions	item	Torn clue scroll (part 1)
Recoil settings	Rekylinnstillinger	inventoryActions	item	Ring of suffering (r)
Pages	Sider	inventoryActions	item	Tome of fire
Invigorate	Gi liv til	inventoryActions	item	Imbued heart
Look at	Se på	inventoryActions	item	Snow globe
Snow	Snø	inventoryActions	item	Snow globe
Options	Alternativer	inventoryActions	item	Amulet of chemistry
Change-style	Bytt stil	inventoryActions	item	Rainbow scarf
Chill	Slapp av	inventoryActions	item	Hand fan
Remove default	Fjern standard	inventoryActions	item	Master scroll book
Throw-water	Kast-vann	inventoryActions	item	Heat-proof vessel
Throw-water direction	Kaste-vann retning	inventoryActions	item	Heat-proof vessel
Check-level	Sjekk-nivå	inventoryActions	item	Heat-proof vessel
Roll	Rulle	inventoryActions	item	Hoop snake
Channel	Kanal	inventoryActions	item	Merfolk trident
Puff	Puff	inventoryActions	item	Pufferfish
Take fish	Ta fisk	inventoryActions	item	Bowl of fish
Reminisce	Huske	inventoryActions	item	Kharedst's memoirs
Toggle-absorption	Toggle-absorpsjon	inventoryActions	item	Bracelet of ethereum
Elite	Elite	inventoryActions	item	Useful rock
Master	Herre	inventoryActions	item	Useful rock
Assessment	Vurdering	inventoryActions	item	Useful rock
Control	Kontroll	inventoryActions	item	Rotten cabbage
Spectate	Ta en titt	inventoryActions	item	Rotten cabbage
Charge	Lade	inventoryActions	item	Sanguinesti staff
Scry	Skrik	inventoryActions	item	Oculus orb
Bloom	Bloom	inventoryActions	item	Ivandis flail
Ver Sinhaza	Se Sinhaza	inventoryActions	item	Drakan's medallion
Darkmeyer	Darkmeyer	inventoryActions	item	Drakan's medallion
Slepe	Den blinde	inventoryActions	item	Drakan's medallion
Tele	Mye	inventoryActions	item	Rotten carrot
Kill Bot	Drep bot	inventoryActions	item	Rotten carrot
Kill Area	Drep området	inventoryActions	item	Rotten carrot
Change	Endre	inventoryActions	item	Sinhaza shroud tier 1
Auto-afk	Auto-afk	inventoryActions	item	Escape crystal
Open-all	Åpne-alle	inventoryActions	item	Coin pouch
Swap	Bytt	inventoryActions	item	Thammaron's sceptre (u)
Close	Lukk	inventoryActions	item	Looting bag
Weiss	Weiss	inventoryActions	item	Icy basalt
Troll Stronghold	Troll høyborg	inventoryActions	item	Stony basalt
Fletch	Fletch	inventoryActions	item	Celastrus bark
Kourend Woodland	Kourend Skog	inventoryActions	item	Rada's blessing 1
Mount Karuulm	Karuulm-fjellet	inventoryActions	item	Rada's blessing 3
Check/Uncharge	Sjekk/avlad	inventoryActions	item	Bonecrusher necklace
Take	Ta	inventoryActions	item	Seed pack
Take-all	Ta alt	inventoryActions	item	Seed pack
Fill/Check	Fyll/sjekk	inventoryActions	item	Bottomless compost bucket
Easter dance	Påskedans	inventoryActions	item	Giant easter egg
Cut-open	Kutt opp	inventoryActions	item	Giant egg sac(full)
Check-eggs	Sjekk-egg	inventoryActions	item	Giant egg sac(full)
Remove-eggs	Fjern egg	inventoryActions	item	Giant egg sac
Scrutinise	Granske	inventoryActions	item	Guthixian icon
Chase	Jag	inventoryActions	item	Cat ears
Last-destination	Siste destinasjon	inventoryActions	item	Fairy mushroom
Teleport-back	Teleporter tilbake	inventoryActions	item	Crystal of memories
Check-memories	Sjekk minner	inventoryActions	item	Crystal of memories
Withdraw	Trekk tilbake	inventoryActions	item	Extradimensional bag
Settings/Destroy	Innstillinger/Destroy	inventoryActions	item	Extradimensional bag
League Setup	Ligaoppsett	inventoryActions	item	League tomato
League 2 Debug	League 2 feilsøking	inventoryActions	item	League tomato
League 3 Debug	League 3 feilsøking	inventoryActions	item	League tomato
Toggle-colour	Veksle-farge	inventoryActions	item	Soul cape
Scatter	Spre	inventoryActions	item	Fiendish ashes
Trollheim	Trollheim	inventoryActions	item	Ghommal's hilt 1
Mor Ul Rek	Mor Ul Rek	inventoryActions	item	Ghommal's hilt 4
Unattune	Ustemt	inventoryActions	item	Sigil of resilience
Attune	Stem	inventoryActions	item	Sigil of resilience
Make scary noise	Lag skummel lyd	inventoryActions	item	Jered's empty wine bottle
Reverse	Omvendt	inventoryActions	item	Ugly halloween jumper (orange)
Wake-ghost	Vekk-spøkelse	inventoryActions	item	Haunted wine bottle
Read-tag	Les-merkelapp	inventoryActions	item	Secret santa present (red)
Change-colour	Bytt farge	inventoryActions	item	Secret santa present (red)
Dismantle kit	Demonter sett	inventoryActions	item	Abyssal whip (or)
Change Spellbook	Bytt trolldomsbok	inventoryActions	item	Arcane grimoire
Previous Spellbook	Forrige trolldomsbok	inventoryActions	item	Arcane grimoire
Check Previous	Sjekk forrige	inventoryActions	item	Arcane grimoire
Unimbue	Fjern imbue	inventoryActions	item	Wristbands of the arena (i)
Last Destination	Siste destinasjon	inventoryActions	item	Ring of the elements
Last-Teleport	Siste-Teleport	inventoryActions	item	Pharaoh's sceptre
Attach	Fest	inventoryActions	item	Cursed phalanx
Place	Plasser	inventoryActions	item	Mirror
Withdraw 1	Trekk tilbake 1	inventoryActions	item	Supplies
Withdraw All	Trekk tilbake alle	inventoryActions	item	Supplies
Resupply	Etterforsyning	inventoryActions	item	Supplies
Apply	Ha på	inventoryActions	item	Silk dressing (2)
Crack	Crack	inventoryActions	item	Blessed crystal scarab (2)
Crush	Knus	inventoryActions	item	Smelling salts (2)
Take-from	Ta-fra	inventoryActions	item	Infinite money bag
Help	Hjelp	inventoryActions	item	Fresh start helper
Sniff	Sniff	inventoryActions	item	Smelly sock
Destinations	Destinasjoner	inventoryActions	item	Ghommal's avernic defender 5
Craft	Lag	inventoryActions	item	Secateurs blade
History	Historie	inventoryActions	item	Mulch
Recall	Minnes	inventoryActions	item	Blackstone fragment
Squeeze	Klem	inventoryActions	item	Detonator
Set-off	Tenn på	inventoryActions	item	Stink bomb
Fairy-ring	Fe-ring	inventoryActions	item	Trinket of fairies
Spirit-tree	Ånde-tre	inventoryActions	item	Trinket of fairies
Summon	Innkalle	inventoryActions	item	Trinket of undead
Nexus	Nexus	inventoryActions	item	Globetrotter pendant
Jewellery	Smykker	inventoryActions	item	Globetrotter pendant
Note-Quantity	Noter-Antall	inventoryActions	item	Banker's note
Un-note-Quantity	Avnoter-Antall	inventoryActions	item	Banker's note
Dismiss	Avskjedige	inventoryActions	item	Guardian horn
Toggle-modes	Toggle-moduser	inventoryActions	item	Guardian horn
Change-outfit	Bytt antrekk	inventoryActions	item	Guardian horn
Change Prayerbook	Bytt bønnebok	inventoryActions	item	Ruinous powers
Toggle-activity	Toggle-aktivitet	inventoryActions	item	Echo boots
Signal	Signal	inventoryActions	item	Basic quetzal whistle
Rumour	Rykte	inventoryActions	item	Basic quetzal whistle
Break-down	Bryt-ned	inventoryActions	item	Blessed bone statuette
Edgeville	Edgeville	inventoryActions	item	Amulet of glory(1)
Karamja	Karamja	inventoryActions	item	Amulet of glory(1)
Draynor Village	Draynor Landsby	inventoryActions	item	Amulet of glory(1)
Al Kharid	Al Kharid	inventoryActions	item	Amulet of glory(1)
Tan Leather	Garve Skinn	inventoryActions	item	Leather
Recharge Dragonstone	Lad opp dragestein	inventoryActions	item	Dead orb
Emir's Arena	Emir's Arena	inventoryActions	item	Ring of dueling(8)
Castle Wars	Slottskriger	inventoryActions	item	Ring of dueling(8)
Ferox Enclave	Ferox Enclave	inventoryActions	item	Ring of dueling(8)
Fortis Colosseum	Fortis Colosseum	inventoryActions	item	Ring of dueling(8)
Bloom	Blomstre	inventoryActions	item	Silver sickle (b)
Rellekka	Rellekka	inventoryActions	item	Enchanted lyre(1)
Waterbirth Island	Vannfødseløy	inventoryActions	item	Enchanted lyre(1)
Neitiznot	Neitiznot	inventoryActions	item	Enchanted lyre(1)
Jatiszo	Jatizso	inventoryActions	item	Enchanted lyre(1)
Burthorpe	Burthorpe	inventoryActions	item	Games necklace(8)
Barbarian Outpost	Barbarutpost	inventoryActions	item	Games necklace(8)
Corporeal Beast	Kroppslig beist	inventoryActions	item	Games necklace(8)
Tears of Guthix	Tårene til Guthix	inventoryActions	item	Games necklace(8)
Wintertodt Camp	Wintertodt leir	inventoryActions	item	Games necklace(8)
Surrender	Gi opp	inventoryActions	item	Hooded cloak
Fling	Kast	inventoryActions	item	Easter basket
Teleport	Teleporter	inventoryActions	item	Camulet
Geomancy	Jordbruksmagi	inventoryActions	item	Watering can
Boost	Boost	inventoryActions	item	Attack cape
Warriors' Guild	Krigerslaug	inventoryActions	item	Strength cape
Check Totals	Sjekk Totaler	inventoryActions	item	Butterfly net
Prance		inventoryActions	item	Reindeer hat
Farming Guild	Jordbrukslaug	inventoryActions	item	Skills necklace(4)
Mining Guild	Hakkelaug	inventoryActions	item	Skills necklace(4)
Crafting Guild	Håndverkslaug	inventoryActions	item	Skills necklace(4)
Cooking Guild	Matlagingslaug	inventoryActions	item	Skills necklace(4)
Woodcutting Guild	Trehuggelaug	inventoryActions	item	Skills necklace(4)
Champions' Guild	Mesterlaug	inventoryActions	item	Combat bracelet(4)
Monastery	Kloster	inventoryActions	item	Combat bracelet(4)
Ranging Guild	Avstandsslaug	inventoryActions	item	Combat bracelet(4)
Fossil Island	Fossiløy	inventoryActions	item	Digsite pendant (1)
Lithkren Dungeon	Lithkren Hule	inventoryActions	item	Digsite pendant (1)
Digsite	Gravested	inventoryActions	item	Digsite pendant (1)
Master	Mester	inventoryActions	item	Slayer ring (8)
Miscellania	Miscellania	inventoryActions	item	Ring of wealth (5)
Falador	Falador	inventoryActions	item	Ring of wealth (5)
Dondakan	Dondakan	inventoryActions	item	Ring of wealth (5)
Boss Log	Bosslogg	inventoryActions	item	Ring of wealth (5)
Coin Collection	Myntsamling	inventoryActions	item	Ring of wealth (5)
Tip	Tipp	inventoryActions	item	Fedora
Basic Reanimation	Grunnleggende gjenoppliving	inventoryActions	item	Easter
Check Rank	Sjekk rangering	inventoryActions	item	Druidic wreath
Slayer Master	Slaktemester	inventoryActions	item	Karamja gloves 4
Ectofuntus Pit	Ectofunctuspytt	inventoryActions	item	Morytania legs 1
Burgh de Rott	Burgh de Rott	inventoryActions	item	Morytania legs 3
Recharge Prayer	Fyll opp bønn	inventoryActions	item	Falador shield 1
Kandarin Monastery	Kandarin Kloster	inventoryActions	item	Ardougne cloak 1
Ardougne Farm	Ardougne Gård	inventoryActions	item	Ardougne cloak 2
Fishing Teleports	Fisketeleporter	inventoryActions	item	Max cape
POH Portals	POH Portaler	inventoryActions	item	Max cape
Other Teleports	Andre teleporter	inventoryActions	item	Max cape
Xeric's Lookout	Xeric's Utkikk	inventoryActions	item	Xeric's talisman
Xeric's Glade	Xeric's Lysning	inventoryActions	item	Xeric's talisman
Xeric's Inferno	Xeric's Inferno	inventoryActions	item	Xeric's talisman
Xeric's Heart	Xeric's Hjerte	inventoryActions	item	Xeric's talisman
Xeric's Honour	Xeric's Ære	inventoryActions	item	Xeric's talisman
Check Charges	Sjekk ladning	inventoryActions	item	Chronicle
Teleport to Target	Teleporter til mål	inventoryActions	item	Dead orb
Recoil Settings	Rekylinnstillinger	inventoryActions	item	Ring of suffering (r)
Swap	Bytt	inventoryActions	item	Bruma torch
The Outpost	Utposten	inventoryActions	item	Necklace of passage(5)
Eagles' Eyrie	Ørnerede	inventoryActions	item	Necklace of passage(5)
Wizards' Tower	Trollmantårn	inventoryActions	item	Necklace of passage(5)
Bandit Camp	Bandittleir	inventoryActions	item	Burning amulet(5)
Lava Maze	Lavalabyrint	inventoryActions	item	Burning amulet(5)
Chaos Temple	Kaostempel	inventoryActions	item	Burning amulet(5)
Throw-water north	Kast-vann nord	inventoryActions	item	Heat-proof vessel
Throw-water east	Kast-vann øst	inventoryActions	item	Heat-proof vessel
Throw-water south	Kast-vann sør	inventoryActions	item	Heat-proof vessel
Throw-water west	Kast-vann vest	inventoryActions	item	Heat-proof vessel
Recharge	Lad opp	inventoryActions	item	Ancient wyvern shield
Lunch by the Lancalliums	Lunsj ved Lancallene	inventoryActions	item	Kharedst's memoirs
The Fisher's Flute	Fiskerens Fløyte	inventoryActions	item	Kharedst's memoirs
History and Hearsay	Historie og høresier	inventoryActions	item	Kharedst's memoirs
Jewellery of Jubilation	Jubelsmykker	inventoryActions	item	Kharedst's memoirs
A Dark Disposition	En mørk disposisjon	inventoryActions	item	Kharedst's memoirs
Toggle absorption	Skru på absorbsjon	inventoryActions	item	Bracelet of ethereum
Slash	Slash	inventoryActions	item	Prop sword
Trophy Emote	Trofe-emote	inventoryActions	item	Twisted dragon trophy
Twisted Relic Emote		inventoryActions	item	Twisted cane
Use	Bruk	inventoryActions	item	Plank sack
Open-All	Åpne-Alle	inventoryActions	item	Supply crate
Trailblazer Relic Emote		inventoryActions	item	Trailblazer cane
Trailblazer Area Emote		inventoryActions	item	Trailblazer cane
Change-Style	Bytt stil	inventoryActions	item	Infernal harpoon (or)
Fairy-Ring	Fe-ring	inventoryActions	item	Fairy mushroom
Spirit-tree	Åndetre	inventoryActions	item	Fairy mushroom
Tool-leprechauns	Verktøy-dverg	inventoryActions	item	Fairy mushroom
Teleport-back	Teleport-tilbake	inventoryActions	item	Crystal of echoes
Check-memories		inventoryActions	item	Crystal of echoes
Save-memory		inventoryActions	item	Crystal of echoes
League Debug		inventoryActions	item	League tomato
Setups		inventoryActions	item	League tomato
Skill Emote		inventoryActions	item	Shattered cane
Boss Emote		inventoryActions	item	Shattered cane
Quest Emote		inventoryActions	item	Shattered cane
Fragment Emote		inventoryActions	item	Shattered cane
Air Altar	Luftalter	inventoryActions	item	Ring of the elements
Water Altar	Vannalter	inventoryActions	item	Ring of the elements
Earth Altar	Jordalter	inventoryActions	item	Ring of the elements
Fire Altar	Flammealter	inventoryActions	item	Ring of the elements
Jalsavrah		inventoryActions	item	Pharaoh's sceptre
Jaleustrophos		inventoryActions	item	Pharaoh's sceptre
Jaldraocht		inventoryActions	item	Pharaoh's sceptre
Jaltevas		inventoryActions	item	Pharaoh's sceptre
Accept trick-or-treat		inventoryActions	item	Treat cauldron
Ancient Vault	Eldgammelt Velv	inventoryActions	item	Ring of shadows
Ghorrock Dungeon	Ghorrock Hule	inventoryActions	item	Ring of shadows
The Scar	Arret	inventoryActions	item	Ring of shadows
Lassar Undercity	Lassar Underby	inventoryActions	item	Ring of shadows
The Stranglewood	Kveleskogen	inventoryActions	item	Ring of shadows
The Darkfrost	Mørkefrosten	inventoryActions	item	Pendant of ates
Twilight Temple	Skumringstempel	inventoryActions	item	Pendant of ates
Ralos' Rise		inventoryActions	item	Pendant of ates
North Aldarin	Nord Aldarin	inventoryActions	item	Pendant of ates
Colour		inventoryActions	item	Beige pumpkin (disgusted)
Carve		inventoryActions	item	Beige pumpkin (disgusted)
Withdraw-all	Ta ut-alle	inventoryActions	item	Forager's pouch
Withdraw-last	Ta ut-siste	inventoryActions	item	Forager's pouch
Current-step	Nåværende-steg	inventoryActions	item	Clue compass
Collect	Samle	inventoryActions	item	Pocket kingdom
Manage-kingdom		inventoryActions	item	Pocket kingdom
Relic Emote		inventoryActions	item	Raging echoes cane
Detatch	Løsne	inventoryActions	item	Echo venator bow
Detach	Løsne	inventoryActions	item	Echo venator bow (uncharged)
Read-address	Les-addresse	inventoryActions	item	Invitations
Examine	Utforsk	inventoryActions	item	
Remove	Fjern	inventoryActions	item	
Add	Legg til	inventoryActions	item	
Add-5	Legg til-5	inventoryActions	item	
Add-10	Legg til-10	inventoryActions	item	
