english	translation	category	sub_category	source
Recharge Dragonstone	Перезарядка Драконьего Камня	inventoryActions	item	Dead orb
Break	Перерыв	inventoryActions	item	Ring of recoil
Emir's Arena	Арена Эмира	inventoryActions	item	Ring of dueling(8)
Castle Wars	Войны замков	inventoryActions	item	Ring of dueling(8)
Ferox Enclave	Анклав Ферокс	inventoryActions	item	Ring of dueling(8)
Fortis Colosseum	Фортис Колизей	inventoryActions	item	Ring of dueling(8)
Toggle-respawn	Переключить-возрождение	inventoryActions	item	Ring of life
Features	Функции	inventoryActions	item	Ring of wealth
Look through	Просмотрите	inventoryActions	item	Sextant
Check steps	Проверьте шаги	inventoryActions	item	Clue scroll (easy)
Release All	Освободить все	inventoryActions	item	Bloated toad
Release	Выпускать	inventoryActions	item	Bloated toad
Check kills	Проверить убийства	inventoryActions	item	Ogre bow
Fill	Наполнять	inventoryActions	item	Druid pouch
Cast Bloom	В ролях Блум	inventoryActions	item	Silver sickle (b)
Bloom	Цвести	inventoryActions	item	Silver sickle (b)
Cast	Бросать	inventoryActions	item	Druidic spell
Debug	Отлаживать	inventoryActions	item	Boss helper tool
Play	Играть	inventoryActions	item	Lyre
Rellekka	Реллекка	inventoryActions	item	Enchanted lyre(1)
Waterbirth Island	Остров Уотербэрт	inventoryActions	item	Enchanted lyre(1)
Neitiznot	Неитизнот	inventoryActions	item	Enchanted lyre(1)
Jatiszo	Jatiszo	inventoryActions	item	Enchanted lyre(1)
Interact	Взаимодействовать	inventoryActions	item	Pet rock
Shake	Встряхнуть	inventoryActions	item	Vase
Remove-lid	Снимите крышку	inventoryActions	item	Sealed vase
Preach	Проповедовать	inventoryActions	item	Holy book
Burthorpe	Берторп	inventoryActions	item	Games necklace(8)
Barbarian Outpost	Варварский форпост	inventoryActions	item	Games necklace(8)
Corporeal Beast	Телесный Зверь	inventoryActions	item	Games necklace(8)
Tears of Guthix	Слезы Гутикса	inventoryActions	item	Games necklace(8)
Wintertodt Camp	Лагерь Винтертодт	inventoryActions	item	Games necklace(8)
View	Вид	inventoryActions	item	Spare controls
Listen	Слушать	inventoryActions	item	Monkey dentures
Poke	Тыкать	inventoryActions	item	Monkey
Surrender	Сдаваться	inventoryActions	item	Hooded cloak
Heal	Лечить	inventoryActions	item	Bandages
Loop	Петля	inventoryActions	item	Yo-yo
Walk	Ходить	inventoryActions	item	Yo-yo
Crazy	Сумасшедший	inventoryActions	item	Yo-yo
Ride	Поездка	inventoryActions	item	Sled
Partner	Партнер	inventoryActions	item	Enchanted gem
Log	Бревно	inventoryActions	item	Enchanted gem
Repair	Ремонт	inventoryActions	item	Model ship
Follow	Следовать	inventoryActions	item	Treasure map
Count	Считать	inventoryActions	item	Petition form
Check-keys	Проверка-ключи	inventoryActions	item	Steel key ring
Fling	Флинг	inventoryActions	item	Easter basket
Dance	Танец	inventoryActions	item	Rubber chicken
Assemble	Собрать	inventoryActions	item	Base schematics
Spin	Вращаться	inventoryActions	item	Spinning plate
Remove-one	Удалить-один	inventoryActions	item	Apples(2)
Build	Строить	inventoryActions	item	Rogue kit
Slice	Ломтик	inventoryActions	item	Rotten potato
Peel	Чистить	inventoryActions	item	Rotten potato
Mash	Маш	inventoryActions	item	Rotten potato
Lletya	Ллетья	inventoryActions	item	Teleport crystal (4)
Prifddinas	Прифддинас	inventoryActions	item	Teleport crystal (4)
Toggle	Переключать	inventoryActions	item	Teleport crystal (4)
Uncharge	Разрядить	inventoryActions	item	Broodoo shield (10)
Scan	Сканировать	inventoryActions	item	Commorb
Contact	Контакт	inventoryActions	item	Commorb
Playback	Воспроизведение	inventoryActions	item	Commorb
Talk-At	Talk-At	inventoryActions	item	Fishbowl
Play-With	Играть-С	inventoryActions	item	Fishbowl
Feed	Кормить	inventoryActions	item	Fishbowl
Untangle	Распутать	inventoryActions	item	Fishbowl and net
Check-charge	Проверка-заряд	inventoryActions	item	Camulet
Teleport	Телепорт	inventoryActions	item	Camulet
Display	Отображать	inventoryActions	item	Zombie head
Question	Вопрос	inventoryActions	item	Zombie head
Chant	Распев	inventoryActions	item	Demonic sigil
Feel	Чувствовать	inventoryActions	item	Enchanted key
Remove-rat	Удалить крысу	inventoryActions	item	Rat pole
Geomancy	Геомантия	inventoryActions	item	Watering can
Jump	Прыжок	inventoryActions	item	Blue marionette
Bow	Поклон	inventoryActions	item	Blue marionette
Talk-to	Поговорить с	inventoryActions	item	Progress hat
Return	Возвращаться	inventoryActions	item	Prison key
Smell	Запах	inventoryActions	item	Spicy stew
Release-all	Освобождение-всех	inventoryActions	item	Balloon toad
Wind	Ветер	inventoryActions	item	Toy soldier
Separate	Отдельный	inventoryActions	item	Kbd heads
Unstuff	Незаполняемый	inventoryActions	item	Stuffed crawling hand
Varrock	Варрок	inventoryActions	item	Varrock teleport
Grand Exchange	Гранд-обмен	inventoryActions	item	Varrock teleport
Camelot	Камелот	inventoryActions	item	Camelot teleport
Seers' Village	Деревня провидцев	inventoryActions	item	Camelot teleport
Watchtower	Сторожевая башня	inventoryActions	item	Watchtower teleport
Yanille	Яниль	inventoryActions	item	Watchtower teleport
Inside	Внутри	inventoryActions	item	Teleport to house
Outside	Снаружи	inventoryActions	item	Teleport to house
Group	Группа	inventoryActions	item	Teleport to house
Info	Информация	inventoryActions	item	Enchant sapphire or opal
Dust-hands	Пыльные руки	inventoryActions	item	Ground ashes
Talk-To	Поговорить с	inventoryActions	item	Monkey
Invoke	Вызвать	inventoryActions	item	Skull sceptre
Divine	Божественный	inventoryActions	item	Skull sceptre
Convert	Конвертировать	inventoryActions	item	Pharaoh's sceptre
Launch	Запуск	inventoryActions	item	Grand seed pod
Squash	Давить	inventoryActions	item	Grand seed pod
Pour	Налить	inventoryActions	item	Mixed blizzard
Add-ingreds	Добавить-ингредиенты	inventoryActions	item	Mixed saturday
Unpack	Распаковать	inventoryActions	item	Proselyte harness m
Shape-Earth	Форма-Земля	inventoryActions	item	Page 1
Shape-Air	Форма-Воздух	inventoryActions	item	Page 1
Shape-Fire	Форма-Огонь	inventoryActions	item	Page 2
Shape-Water	Форма-Вода	inventoryActions	item	Page 2
Shape-Mind	Форма-Разум	inventoryActions	item	Page 3
Boost	Способствовать росту	inventoryActions	item	Attack cape
Warriors' Guild	Гильдия Воинов	inventoryActions	item	Strength cape
Toggle Effect	Переключить эффект	inventoryActions	item	Defence cape
Toggle Respawn	Переключить респаун	inventoryActions	item	Defence cape
Commune	Коммуна	inventoryActions	item	Ranging cape
Spellbook	Книга заклинаний	inventoryActions	item	Magic cape
Lunar	Лунный	inventoryActions	item	Magic cape
Arceuus	Арсеус	inventoryActions	item	Magic cape
Standard	Стандарт	inventoryActions	item	Magic cape
Ancient	Древний	inventoryActions	item	Magic cape
Stamina Boost	Повышение выносливости	inventoryActions	item	Agility cape
Tele to POH	Теле в POH	inventoryActions	item	Construct. cape
Brimhaven	Бримхейвен	inventoryActions	item	Construct. cape
Home	Дом	inventoryActions	item	Construct. cape
Rimmington	Риммингтон	inventoryActions	item	Construct. cape
Taverley	Таверли	inventoryActions	item	Construct. cape
Pollnivneach	Pollnivneach	inventoryActions	item	Construct. cape
Hosidius	Хосидий	inventoryActions	item	Construct. cape
Aldarin	Алдарин	inventoryActions	item	Construct. cape
Fishing Guild	Гильдия рыболовов	inventoryActions	item	Fishing cape
Otto's Grotto	Грот Отто	inventoryActions	item	Fishing cape
Trim	Подрезать	inventoryActions	item	Quest point cape
Load	Нагрузка	inventoryActions	item	White destabiliser
Split	Расколоть	inventoryActions	item	Cap and goggles
Hunter Guild	Гильдия охотников	inventoryActions	item	Hunter cape
Carniverous Chinchompas	Плотоядные чинчомпы	inventoryActions	item	Hunter cape
Black Chinchompas	Черный Чинчомпа	inventoryActions	item	Hunter cape
Lay	Класть	inventoryActions	item	Bird snare
Check totals	Проверить итоги	inventoryActions	item	Butterfly net
Check Totals	Проверить итоги	inventoryActions	item	Butterfly net
Bank	Банк	inventoryActions	item	Imp-in-a-box(2)
Translate	Переводить	inventoryActions	item	Research notes
Prance	Пранс	inventoryActions	item	Reindeer hat
Write-Role	Написать-роль	inventoryActions	item	Scroll
Clear	Прозрачный	inventoryActions	item	Scroll
Tell-red	Tell-красный	inventoryActions	item	Attacker horn
Tell-green	Tell-зеленый	inventoryActions	item	Attacker horn
Tell-blue	Tell-синий	inventoryActions	item	Attacker horn
Medic	Медик	inventoryActions	item	Attacker horn
Look-in	Заглянуть	inventoryActions	item	Collection bag
Tell-tofu	Телл-тофу	inventoryActions	item	Healer horn
Tell-crackers	Tell-крекеры	inventoryActions	item	Healer horn
Tell-worms	Сказочные черви	inventoryActions	item	Healer horn
Tell-meat	Tell-мясо	inventoryActions	item	Defender horn
Tell-controlled	Tell-контролируемый	inventoryActions	item	Collector horn
Tell-accurate	Tell-точный	inventoryActions	item	Collector horn
Tell-aggressive	Tell-агрессивный	inventoryActions	item	Collector horn
Tell-defensive	Tell-оборонительный	inventoryActions	item	Collector horn
Check tax	Проверить налог	inventoryActions	item	Empty tax bag
Check taxes	Проверить налоги	inventoryActions	item	Bulging taxbag
Pray-over	Молитва-над	inventoryActions	item	Blessed lamp
Recite-prayer	Читать молитву	inventoryActions	item	Prayer book
Operate	Оперировать	inventoryActions	item	Beacon ring
Farming Guild	Гильдия фермеров	inventoryActions	item	Skills necklace(4)
Mining Guild	Гильдия горняков	inventoryActions	item	Skills necklace(4)
Crafting Guild	Гильдия ремесленников	inventoryActions	item	Skills necklace(4)
Cooking Guild	Кулинарная Гильдия	inventoryActions	item	Skills necklace(4)
Woodcutting Guild	Гильдия лесорубов	inventoryActions	item	Skills necklace(4)
Champions' Guild	Гильдия Чемпионов	inventoryActions	item	Combat bracelet(4)
Monastery	Монастырь	inventoryActions	item	Combat bracelet(4)
Ranging Guild	Гильдия ранжирования	inventoryActions	item	Combat bracelet(4)
Gem Mine	Шахта драгоценных камней	inventoryActions	item	Karamja gloves 3
Fossil Island	Остров окаменелостей	inventoryActions	item	Digsite pendant (1)
Lithkren Dungeon	Подземелье Литкрен	inventoryActions	item	Digsite pendant (1)
Digsite	Дигсайт	inventoryActions	item	Digsite pendant (1)
Loot	Добыча	inventoryActions	item	Baby impling jar
Impling-jar	Impling-jar	inventoryActions	item	Jar generator
Butterfly-jar	Банка-бабочка	inventoryActions	item	Jar generator
Toggle-view	Переключить вид	inventoryActions	item	Impling scroll
Copy to log	Копировать в журнал	inventoryActions	item	Ancient page
Discard	Отказаться	inventoryActions	item	Anti-dragon shield (nz)
Take-one	Дубль-один	inventoryActions	item	Herb box
Bank-all	Банк-все	inventoryActions	item	Herb box
Refund	Возвращать деньги	inventoryActions	item	Scroll of redirection
Revert	Возвращаться	inventoryActions	item	Rimmington teleport
Dismantle	Демонтировать	inventoryActions	item	Armadyl godsword
Disassemble	Разобрать	inventoryActions	item	Slayer helmet
Fremennik Dungeon	Подземелье Фременника	inventoryActions	item	Slayer ring (8)
Dark Beasts	Тёмные звери	inventoryActions	item	Slayer ring (8)
Master	Владелец	inventoryActions	item	Slayer ring (8)
Stronghold	Крепость	inventoryActions	item	Slayer ring (8)
Slayer Tower	Башня Убийцы	inventoryActions	item	Slayer ring (8)
Tarn's Lair	Логово Тарна	inventoryActions	item	Slayer ring (8)
Deposit	Депозит	inventoryActions	item	Looting bag
Settings	Настройки	inventoryActions	item	Looting bag
Miscellania	Разное	inventoryActions	item	Ring of wealth (5)
Falador	Фаладор	inventoryActions	item	Ring of wealth (5)
Dondakan	Дондакан	inventoryActions	item	Ring of wealth (5)
Boss Log	Журнал босса	inventoryActions	item	Ring of wealth (5)
Coin Collection	Коллекция монет	inventoryActions	item	Ring of wealth (5)
Tip	Кончик	inventoryActions	item	Fedora
Spawn Item	Создать предмет	inventoryActions	item	Holiday tool
Basic Reanimation	Базовая реанимация	inventoryActions	item	Easter
Dissolve	Раствориться	inventoryActions	item	Abyssal tentacle
Check completion	Проверить завершение	inventoryActions	item	Challenge scroll (elite)
Check rank	Проверить рейтинг	inventoryActions	item	Druidic wreath
Check Rank	Проверить рейтинг	inventoryActions	item	Druidic wreath
Configure	Настроить	inventoryActions	item	Annakarl teleport
Extract	Извлекать	inventoryActions	item	Nest box (empty)
Unload	Выгрузить	inventoryActions	item	Toxic blowpipe
Untrim	Необрезанный	inventoryActions	item	Quest point cape (t)
Karamja (Shilo)	Карамджа (Шило)	inventoryActions	item	Achievement diary cape (t)
Western Provinces	Западные провинции	inventoryActions	item	Achievement diary cape (t)
Karamja (Jungle)	Карамджа (Джунгли)	inventoryActions	item	Achievement diary cape (t)
Twiggy O'Korn	Твигги О'Корн	inventoryActions	item	Achievement diary cape (t)
Karamja (Mor Ul Rek)	Карамджа (Мор Ул Рек)	inventoryActions	item	Achievement diary cape (t)
Ardougne	Ардунь	inventoryActions	item	Achievement diary cape (t)
Desert	Пустыня	inventoryActions	item	Achievement diary cape (t)
Kourend & Kebos	Куренд и Кебос	inventoryActions	item	Achievement diary cape (t)
Lumbridge & Draynor	Ламбридж и Дрейнор	inventoryActions	item	Achievement diary cape (t)
Fremennik	Фременник	inventoryActions	item	Achievement diary cape (t)
Morytania	Моритания	inventoryActions	item	Achievement diary cape (t)
Kandarin	Кандарин	inventoryActions	item	Achievement diary cape (t)
Wilderness	Дикая природа	inventoryActions	item	Achievement diary cape (t)
Slayer Master	Мастер-убийца	inventoryActions	item	Karamja gloves 4
Ecto Teleport	Экто Телепорт	inventoryActions	item	Morytania legs 1
Ectofuntus Pit	Яма Эктофунтус	inventoryActions	item	Morytania legs 1
Burgh Teleport	Телепорт Бурга	inventoryActions	item	Morytania legs 3
Burgh de Rott	Бург-де-Ротт	inventoryActions	item	Morytania legs 3
Activity	Активность	inventoryActions	item	Bonecrusher
Recharge-prayer	Молитва перезарядки	inventoryActions	item	Falador shield 1
Recharge Prayer	Молитва перезарядки	inventoryActions	item	Falador shield 1
Monastery Teleport	Монастырский телепорт	inventoryActions	item	Ardougne cloak 1
Kandarin Monastery	Монастырь Кандарин	inventoryActions	item	Ardougne cloak 1
Farm Teleport	Телепорт фермы	inventoryActions	item	Ardougne cloak 2
Ardougne Farm	Ферма Ардунь	inventoryActions	item	Ardougne cloak 2
Energy	Энергия	inventoryActions	item	Explorer's ring 1
Alchemy	Алхимия	inventoryActions	item	Explorer's ring 1
Functions	Функции	inventoryActions	item	Explorer's ring 2
Nardah	Нардах	inventoryActions	item	Desert amulet 4
Kalphite cave	Кальфитская пещера	inventoryActions	item	Desert amulet 4
Emote	Эмоция	inventoryActions	item	Diango's claws
Redeem	Выкупать	inventoryActions	item	Old school bond
Restore	Восстановить	inventoryActions	item	Tanzanite helm (uncharged)
Scramble	Схватка	inventoryActions	item	Rotten egg
Poach	Браконьерство	inventoryActions	item	Rotten egg
Fry	Жарить	inventoryActions	item	Rotten egg
Pickle	Рассол	inventoryActions	item	Rotten egg
Consume	Потреблять	inventoryActions	item	Saradomin's light
Teleports	Телепорты	inventoryActions	item	Max cape
Metamorphosis	Метаморфоза	inventoryActions	item	Beaver
Chew	Жевать	inventoryActions	item	Rotten onion
POH Portals	Порталы POH	inventoryActions	item	Max cape
Carnivorous chinchompas	Плотоядные чинчомпы	inventoryActions	item	Max cape
Ring of Life	Кольцо Жизни	inventoryActions	item	Max cape
Black chinchompas	Черные чинчомпы	inventoryActions	item	Max cape
Warrior's Guild	Гильдия Воинов	inventoryActions	item	Max cape
Guild Teleports	Телепорты гильдии	inventoryActions	item	Max cape
Skilling Areas	Области развития навыков	inventoryActions	item	Max cape
Xeric's Lookout	Смотровая площадка Ксерика	inventoryActions	item	Xeric's talisman
Xeric's Glade	Поляна Ксерика	inventoryActions	item	Xeric's talisman
Xeric's Inferno	Ад Ксерика	inventoryActions	item	Xeric's talisman
Xeric's Heart	Сердце Ксерика	inventoryActions	item	Xeric's talisman
Xeric's Honour	Честь Ксерика	inventoryActions	item	Xeric's talisman
Take-grubs	Take-grubs	inventoryActions	item	Bucket of sandworms
Pack	Пакет	inventoryActions	item	Shayzien supply crate
Check charges	Проверить расходы	inventoryActions	item	Chronicle
Check Charges	Проверить расходы	inventoryActions	item	Chronicle
Teleport to Target	Телепорт к цели	inventoryActions	item	Dead orb
Transform	Трансформировать	inventoryActions	item	Monkey
Lap-count	Количество кругов	inventoryActions	item	Monkey
Combine	Объединить	inventoryActions	item	Torn clue scroll (part 1)
Recoil settings	Настройки отдачи	inventoryActions	item	Ring of suffering (r)
Recoil Settings	Настройки отдачи	inventoryActions	item	Ring of suffering (r)
Pages	Страницы	inventoryActions	item	Tome of fire
Swap	Менять	inventoryActions	item	Bruma torch
Invigorate	Бодрить	inventoryActions	item	Imbued heart
Look at	Посмотрите на	inventoryActions	item	Snow globe
Snow	Снег	inventoryActions	item	Snow globe
The Outpost	Форпост	inventoryActions	item	Necklace of passage(5)
Eagles' Eyrie	Гнездо Орла	inventoryActions	item	Necklace of passage(5)
Wizards' Tower	Башня Волшебников	inventoryActions	item	Necklace of passage(5)
Options	Параметры	inventoryActions	item	Amulet of chemistry
Bandit Camp	Бандитский лагерь	inventoryActions	item	Burning amulet(5)
Lava Maze	Лавовый лабиринт	inventoryActions	item	Burning amulet(5)
Chaos Temple	Храм Хаоса	inventoryActions	item	Burning amulet(5)
Change-style	Изменить стиль	inventoryActions	item	Rainbow scarf
Chill	Холод	inventoryActions	item	Hand fan
Remove default	Удалить по умолчанию	inventoryActions	item	Master scroll book
Throw-water	Бросать воду	inventoryActions	item	Heat-proof vessel
Throw-water direction	Направление броска воды	inventoryActions	item	Heat-proof vessel
Check-level	Проверка уровня	inventoryActions	item	Heat-proof vessel
Throw-water north	бросок воды на север	inventoryActions	item	Heat-proof vessel
Throw-water east	бросить воду на восток	inventoryActions	item	Heat-proof vessel
Throw-water south	бросок воды на юг	inventoryActions	item	Heat-proof vessel
Throw-water west	бросить воду на запад	inventoryActions	item	Heat-proof vessel
Roll	Рулон	inventoryActions	item	Hoop snake
Recharge	Перезарядка	inventoryActions	item	Ancient wyvern shield
Channel	Канал	inventoryActions	item	Merfolk trident
Puff	Пыхтение	inventoryActions	item	Pufferfish
Take fish	Возьмите рыбу	inventoryActions	item	Bowl of fish
Reminisce	Вспоминать	inventoryActions	item	Kharedst's memoirs
Lunch by the Lancalliums	Обед у Ланкаллиумов	inventoryActions	item	Kharedst's memoirs
The Fisher's Flute	Флейта Фишера	inventoryActions	item	Kharedst's memoirs
History and Hearsay	История и слухи	inventoryActions	item	Kharedst's memoirs
Jewellery of Jubilation	Драгоценности ликования	inventoryActions	item	Kharedst's memoirs
A Dark Disposition	Темный нрав	inventoryActions	item	Kharedst's memoirs
Toggle-absorption	Переключить-поглощение	inventoryActions	item	Bracelet of ethereum
Toggle absorption	Переключить поглощение	inventoryActions	item	Bracelet of ethereum
Elite	Элита	inventoryActions	item	Useful rock
Assessment	Оценка	inventoryActions	item	Useful rock
Slash	Слэш	inventoryActions	item	Prop sword
Control	Контроль	inventoryActions	item	Rotten cabbage
Spectate	Зритель	inventoryActions	item	Rotten cabbage
Charge	Заряжать	inventoryActions	item	Sanguinesti staff
Scry	Скри	inventoryActions	item	Oculus orb
Ver Sinhaza	Вер Синхаза	inventoryActions	item	Drakan's medallion
Darkmeyer	Даркмейер	inventoryActions	item	Drakan's medallion
Slepe	Сон	inventoryActions	item	Drakan's medallion
Tele	Теле	inventoryActions	item	Rotten carrot
Kill Bot	Убить бота	inventoryActions	item	Rotten carrot
Kill Area	Зона убийства	inventoryActions	item	Rotten carrot
Change	Изменять	inventoryActions	item	Sinhaza shroud tier 1
Auto-afk	Авто-афк	inventoryActions	item	Escape crystal
Open-all	Открыто все	inventoryActions	item	Coin pouch
Close	Закрывать	inventoryActions	item	Looting bag
Weiss	Вайс	inventoryActions	item	Icy basalt
Troll Stronghold	Крепость Троллей	inventoryActions	item	Stony basalt
Fletch	Флетч	inventoryActions	item	Celastrus bark
Kourend Woodland	Лесной массив Куренд	inventoryActions	item	Rada's blessing 1
Mount Karuulm	Гора Карулм	inventoryActions	item	Rada's blessing 3
Check/Uncharge	Проверить/снять плату	inventoryActions	item	Bonecrusher necklace
Take	Брать	inventoryActions	item	Seed pack
Take-all	Бери-все	inventoryActions	item	Seed pack
Fill/Check	Заполнить/Проверить	inventoryActions	item	Bottomless compost bucket
Easter dance	пасхальный танец	inventoryActions	item	Giant easter egg
Cut-open	Разрезанный	inventoryActions	item	Giant egg sac(full)
Check-eggs	Проверить яйца	inventoryActions	item	Giant egg sac(full)
Remove-eggs	Удалить-яйца	inventoryActions	item	Giant egg sac
Scrutinise	Тщательно изучить	inventoryActions	item	Guthixian icon
Trophy Emote	Трофейная эмоция	inventoryActions	item	Twisted dragon trophy
Twisted Relic Emote	Эмоция «Искаженная реликвия»	inventoryActions	item	Twisted cane
Chase	Гнаться	inventoryActions	item	Cat ears
Use	Использовать	inventoryActions	item	Plank sack
Open-All	Открыто-Все	inventoryActions	item	Supply crate
Trailblazer Relic Emote	Эмоция «Реликвия первопроходца»	inventoryActions	item	Trailblazer cane
Trailblazer Area Emote	Эмоция «Зона первопроходца»	inventoryActions	item	Trailblazer cane
Change-Style	Изменить стиль	inventoryActions	item	Infernal harpoon (or)
Last-destination	Последний пункт назначения	inventoryActions	item	Fairy mushroom
Fairy-Ring	Кольцо Феи	inventoryActions	item	Fairy mushroom
Spirit-tree	Дух-дерево	inventoryActions	item	Fairy mushroom
Tool-leprechauns	Инструмент-лепреконы	inventoryActions	item	Fairy mushroom
Teleport-back	Телепорт-обратно	inventoryActions	item	Crystal of echoes
Check-memories	Проверка воспоминаний	inventoryActions	item	Crystal of echoes
Save-memory	Сохранить-память	inventoryActions	item	Crystal of echoes
Withdraw	Отзывать	inventoryActions	item	Extradimensional bag
Settings/Destroy	Настройки/Уничтожить	inventoryActions	item	Extradimensional bag
League Debug	Отладка лиги	inventoryActions	item	League tomato
Setups	Настройки	inventoryActions	item	League tomato
Toggle-colour	Переключить цвет	inventoryActions	item	Soul cape
Scatter	Разброс	inventoryActions	item	Fiendish ashes
Trollheim	Тролльхейм	inventoryActions	item	Ghommal's hilt 1
Mor Ul Rek	Мор Уль Рек	inventoryActions	item	Ghommal's hilt 4
Unattune	Ненастроенный	inventoryActions	item	Sigil of resilience
Attune	Настроиться	inventoryActions	item	Sigil of resilience
Make scary noise	Издавать страшные звуки	inventoryActions	item	Jered's empty wine bottle
Reverse	Обеспечить регресс	inventoryActions	item	Ugly halloween jumper (orange)
Wake-ghost	Wake-призрак	inventoryActions	item	Haunted wine bottle
Read-tag	Читать-тег	inventoryActions	item	Secret santa present (red)
Change-colour	Изменение цвета	inventoryActions	item	Secret santa present (red)
Dismantle kit	Комплект для демонтажа	inventoryActions	item	Abyssal whip (or)
Skill Emote	Эмоция навыка	inventoryActions	item	Shattered cane
Boss Emote	Босс Эмоция	inventoryActions	item	Shattered cane
Quest Emote	Квест Эмоция	inventoryActions	item	Shattered cane
Fragment Emote	Фрагмент эмоции	inventoryActions	item	Shattered cane
Change Spellbook	Изменить книгу заклинаний	inventoryActions	item	Arcane grimoire
Previous Spellbook	Предыдущая книга заклинаний	inventoryActions	item	Arcane grimoire
Check Previous	Проверить предыдущий	inventoryActions	item	Arcane grimoire
Unimbue	Unimbue	inventoryActions	item	Wristbands of the arena (i)
Last Destination	Последний пункт назначения	inventoryActions	item	Ring of the elements
Air Altar	Воздушный Алтарь	inventoryActions	item	Ring of the elements
Water Altar	Водный Алтарь	inventoryActions	item	Ring of the elements
Earth Altar	Алтарь Земли	inventoryActions	item	Ring of the elements
Fire Altar	Алтарь Огня	inventoryActions	item	Ring of the elements
Last-Teleport	Последний Телепорт	inventoryActions	item	Pharaoh's sceptre
Jalsavrah	Джалсаврах	inventoryActions	item	Pharaoh's sceptre
Jaleustrophos	Джалейстрофос	inventoryActions	item	Pharaoh's sceptre
Jaldraocht	Ялдраохт	inventoryActions	item	Pharaoh's sceptre
Jaltevas	Ялтевас	inventoryActions	item	Pharaoh's sceptre
Attach	Прикреплять	inventoryActions	item	Cursed phalanx
Place	Место	inventoryActions	item	Mirror
Withdraw 1	Вывести 1	inventoryActions	item	Supplies
Withdraw All	Вывести все	inventoryActions	item	Supplies
Resupply	Пополнение запасов	inventoryActions	item	Supplies
Apply	Применять	inventoryActions	item	Silk dressing (2)
Crack	Трескаться	inventoryActions	item	Blessed crystal scarab (2)
Crush	Раздавить	inventoryActions	item	Smelling salts (2)
Take-from	Взять-от	inventoryActions	item	Infinite money bag
Help	Помощь	inventoryActions	item	Fresh start helper
Accept trick-or-treat	Принять угощение или гадость	inventoryActions	item	Treat cauldron
Sniff	Нюхать	inventoryActions	item	Smelly sock
Destinations	Направления	inventoryActions	item	Ghommal's avernic defender 5
Craft	Ремесло	inventoryActions	item	Secateurs blade
History	История	inventoryActions	item	Mulch
Ancient Vault	Древний Хранилище	inventoryActions	item	Ring of shadows
